title;author;publicationyear;isbn;europrice;stock
Le Siècle de la rue voisine;Prof Clara Gauthier;2010;827-6-2572-1426-6;18.53;5
Italienische Reise;Baron Eren Agostini;2015;407-7-5045-4856-1;89.71;4
Pourquoi je mens ?;Boyer Maeva;2017;948-7-9099-0967-6;48.46;3
Homo faber;Graf Leander zu Nussbeck;1974;256-0-7024-8274-8;26.26;5
La Soumission comme passion;Alice Carpentier;2006;919-3-7515-2579-8;31.87;2
The Golden Apples of the Sun;Cameron Emmerich Jr.;1993;676-4-3189-2732-6;57.48;7
La Soumission comme passion;Rey Sarah;1981;605-9-4878-2268-0;59.05;7
Billiard um halbzehn;Colin zu Lichtenfeld;2019;293-4-2604-4058-8;36.68;5
La Peau des savants;Mlle Maëlys Duval;2002;659-1-4558-2881-1;51.39;0
Andorra;Eileen von der Sillah;2017;906-2-4340-6711-0;52.63;3
La Promise du voyeur;M. Camille Barre;1963;197-7-6762-0552-3;72.30;3
An Instant In The Wind;Mrs. Ramiro Stiedemann;2005;782-2-5325-2296-8;79.98;1
Le Couloir de tous les mépris;Enzo Legrand;2013;349-6-2653-2792-5;45.94;5
Also sprach Zarathustra;Gräfin Valentino Damaske;2019;020-8-3897-2761-2;77.28;9
La Peau des savants;Mme Louis Jacquet;1985;134-8-0994-6675-5;98.40;2
Der Hauptmann von Köpenick;Arda Hadwich;2014;446-4-5717-0146-3;42.09;7
La Discipline des orphelins;Royer Kylian;2001;886-8-5630-6177-6;57.27;8
The Moving Finger;Gaylord Paucek;1987;286-4-2880-1508-1;69.13;8
L'Odyssée invisible;Prof Carla Henry;2003;258-4-9407-7385-2;17.41;4
Fabian;Nancy Horak;1981;371-1-2441-2403-5;45.35;8
Le Couloir de tous les mépris;Enzo Dupuy;2001;299-9-7737-7811-2;69.63;1
Don Karlos;Freiherr Carmen Vey;2010;484-0-1164-1801-6;60.11;7
La Promise du voyeur;M. Yanis Simon;2011;165-9-4388-3456-4;09.86;4
Little Hands Clapping;Nick Lynch;1948;539-8-8923-7140-3;79.23;2
Le Siècle de la rue voisine;M. Adrien Lemaire;2000;100-7-5129-6780-4;61.22;5
Mutter Courage und ihre Kinder;Jenny Goebel;2017;896-9-1113-6678-2;10.06;4
L'Odyssée invisible;Schneider Romane;1991;866-8-0614-7629-0;38.96;3
Damals war es Friedrich;Giuliana Deja;2014;960-6-8739-5622-5;26.45;5
Le Couloir de tous les mépris;Kylian Faure;2018;164-3-7293-0393-8;90.01;4
By Grand Central Station I Sat Down and Wept;Marjory Schmidt;1990;948-6-3123-6002-6;20.61;2
L'Odeur du sanglier;Mlle Pierre Collet;2011;185-1-3818-2412-5;27.21;1
Schachnovelle;Alexis zu Gamlin;1955;779-9-1267-7606-5;32.19;9
Le Couloir de tous les mépris;Bourgeois Océane;2000;946-2-4064-2231-0;76.01;3
Heidi;Graf Clemens zu Stelkens;1960;648-5-7418-5478-8;34.27;1
La Soumission comme passion;M. Lucie Rey;2000;379-3-1545-9984-5;00.86;0
In a Dry Season;Selmer Bosco;1979;392-7-7085-9053-8;46.77;3
La Peau des savants;M. Louis Guerin;1990;802-6-9888-4520-2;01.69;5
Homo faber;Freiherrin Pepe Bunjes;2009;448-8-2210-8940-4;96.49;6
L'Odeur du sanglier;Nathan Marie;2004;683-3-3876-1223-3;89.36;9
Der Augenblick der Liebe;Mateo Broening;1999;267-1-7714-0572-7;26.89;5
Pourquoi je mens ?;Adam Riviere;1991;989-9-5976-7382-1;18.10;7
Alone on a Wide, Wide Sea;Dusty Orn;2003;504-2-3151-2434-3;33.43;8
La Soumission comme passion;Dr Adrien Brun;2002;989-9-9785-8868-8;25.48;4
Der Untertan;Freiherr Philip zu Schäning;1968;155-4-9023-7410-7;80.70;9
Pourquoi je mens ?;Martin Ines;2008;315-0-5660-8721-2;95.08;1
Die Räuber;Freiherr Luc Kofferschlager;2001;257-8-9133-4184-8;64.54;8
Le Siècle de la rue voisine;Paul Aubert;2009;608-6-5240-0677-6;13.38;1
Vile Bodies;Judy Mueller;1942;934-2-6053-3580-5;51.68;9
La Discipline des orphelins;Antoine Julien;2005;879-0-5503-3668-3;08.99;1
Mario und der Zauberer;Gräfin Janne Schultze;1984;315-4-1044-8405-9;27.98;1
Le Siècle de la rue voisine;Prof Lola Paul;1965;812-6-5582-6746-8;51.52;5
Über das Studium der griechischen Poesie;Lavinia Kappe;1940;353-1-6893-8385-2;03.02;2
La Promise du voyeur;M. Eva Guillaume;1987;302-2-2687-7918-7;20.49;6
Behold the Man;Harley Wisozk;1984;693-0-6358-9285-1;87.07;6
Le Siècle de la rue voisine;Evan Bernard;2016;828-4-7108-3335-0;01.83;5
Nathan der Weise;Chris Kass;2012;296-5-2350-2498-3;34.10;9
La Peau des savants;Raphaël Vincent;1991;484-0-8095-4474-6;99.86;5
Das Versprechen;Freiherr Stefanie vom Bittner;2004;394-2-6363-1270-7;21.11;7
La Soumission comme passion;Clémence Roger;2007;300-9-8532-4384-7;09.49;6
Behold the Man;Bernita Kling;2002;098-5-1736-8813-9;59.73;0
La Promise du voyeur;Dr Chloé Guillaume;1974;408-1-6298-0278-1;82.42;1
Der Richter und sein Henker;Dr. Sandy Riediger;1991;468-8-6936-6116-8;11.77;1
La Peau des savants;Mathis Berger;1960;477-0-5903-0381-6;69.69;9
Das Boot;Fritz Wenk;1983;109-0-2900-1845-8;39.40;8
Le Siècle de la rue voisine;Mlle Maeva Dumont;1987;696-9-1527-4782-7;31.72;5
The Stars' Tennis Balls;Pansy Thiel;2017;888-9-5602-8299-4;76.55;0
Le Couloir de tous les mépris;Thomas Clement;1978;649-7-6425-1169-2;50.97;9
Lieutenant Gustl;Levi Jess;2010;664-0-4526-1864-6;20.45;0
Le Siècle de la rue voisine;Dr Maeva Berger;1952;036-9-4081-8176-1;59.70;9
Franziska Linkerhand;Dipl.-Ing. Fabienne Huhn;1982;265-5-7966-2187-9;29.35;0
La Promise du voyeur;Laine Jade;2012;349-7-0117-9626-2;56.47;1
The Far-Distant Oxus;Mayra Johns;1984;909-2-8753-8707-9;03.44;4
Le Siècle de la rue voisine;Roy Pierre;2017;654-2-2040-0103-5;27.14;1
Der Untertan;Michel Verniest;1973;445-1-1878-2554-4;76.68;8
La Peau des savants;Alexandre David;1966;204-3-0461-2335-6;21.81;6
Die Verwandlung/Erstes Leid;Dipl.-Ing. Mirac Saile;1998;300-5-7230-3055-9;07.54;5
Le Couloir de tous les mépris;Mme Julien Jean;1945;982-5-5768-6583-0;25.98;7
Lilies of the Field;Darlene Bayer;1943;010-1-8498-8090-7;70.30;4
La Soumission comme passion;Maxence Brun;2015;001-1-2636-4626-6;66.96;7
Der grüne Heinrich;Emanuel Milde;2017;747-0-8720-4510-7;23.33;0
Pourquoi je mens ?;Olivier Paul;2006;556-7-1353-9555-1;36.01;9
Die Leiden des jungen Werther;Freiherrin Timm Tsamonikian;1948;017-6-0877-8668-2;00.09;2
L'Odyssée invisible;Mlle Emilie Jean;2015;130-3-2902-2514-4;78.38;4
The Other Side of Silence;Lance Kshlerin;2010;503-6-7155-1032-6;00.72;7
La Peau des savants;Laura Breton;1976;752-1-1698-0282-6;60.88;8
Des Teufels General;Selin Reusse;1981;373-1-4911-2892-5;85.81;3
Le Couloir de tous les mépris;Julien Paul;1955;465-2-9351-0446-2;92.29;6
Damals war es Friedrich;Freiherrin Antonia Wischek;1954;272-8-0055-9674-2;86.25;3
L'Odyssée invisible;M. Maeva Barbier;1996;878-0-5257-5078-4;85.16;2
The Mermaids Singing;Efrain Wiegand;1945;144-6-5706-4188-6;43.35;7
La Peau des savants;Maxence Le roux;1941;117-8-7851-4418-1;37.55;0
Romulus der Große;Hr. Nila Tonn;1958;315-7-0555-1715-7;55.99;4
L'Odeur du sanglier;Paul Océane;1984;734-6-8587-2504-8;29.77;8
Im Krebsgang;Joey Fricke;2014;389-6-5517-9764-9;83.90;9
La Discipline des orphelins;Blanchard Nathan;1995;430-8-1343-2538-7;58.41;4
A Swiftly Tilting Planet;Mrs. Laisha Walsh;1984;969-6-1221-2891-9;22.12;3
Le Couloir de tous les mépris;Lacroix Antoine;1967;513-6-2031-4170-0;80.48;2
Der Besuch der alten Dame;Emelie zu Giesche;2013;760-8-3267-4958-8;69.65;9
L'Odyssée invisible;Dr Mattéo Dupuis;2014;158-1-5188-2458-2;04.81;0
Kabale und Liebe;Gräfin Ian vom Bönisch;2002;713-6-7509-4886-1;41.01;0
Pourquoi je mens ?;Noah Brunet;1945;701-5-9378-2414-6;67.29;5
From Here to Eternity;Mara Botsford III;2018;431-0-2498-7248-4;67.32;8
La progéniture du mal;Chevalier Lisa;2018;107-4-3713-8942-5;73.40;2
Unterhaltungen deutscher Ausgewanderten;Brandon Steffny;1959;170-9-0653-3675-1;12.45;5
Pourquoi je mens ?;Prof Rayan Da silva;1982;977-1-0381-7647-0;69.78;8
Die Rote;Baronin Lucie Rüdiger;2002;311-4-1064-2510-9;28.27;2
La progéniture du mal;Thomas Julie;1948;907-0-7431-7354-2;22.55;5
The Heart Is Deceitful Above All Things;Herman Keeling;2018;714-7-8471-5589-7;83.05;8
Le Siècle de la rue voisine;Meyer Chloé;1984;283-6-1514-9367-0;60.46;5
Ganz unten;Hauke Krämer;1952;924-3-5217-1683-1;54.18;2
La Discipline des orphelins;Manon Marchal;1949;846-4-1053-9647-7;24.20;2
Tödliche Versprechen/Das Imperium der Wölfe;Graf Curt Kreissig;2001;374-2-5289-4574-2;11.19;7
La Peau des savants;Lemoine Mael;1955;726-8-8366-9217-4;74.30;2
What's Become of Waring;Camron Abshire;1941;999-7-4429-8009-2;44.60;6
Le Désir des femmes fortes;Mme Clémence Julien;2008;045-8-2962-8307-6;28.70;0
Über das Studium der griechischen Poesie;Tommy von Naumann;2008;688-1-9366-6396-1;21.15;8
La Discipline des orphelins;Sacha Leclercq;1999;055-8-4667-8889-2;36.02;0
Der (kleine) Schatz im Kugelbauch;Gräfin Ahmet Nowak;2017;934-6-5768-4350-6;80.65;4
Le Couloir de tous les mépris;Ethan Lemoine;1986;364-7-7517-2920-7;34.58;3
The Heart Is Deceitful Above All Things;Miss Violette Buckridge;2018;797-3-8377-5825-7;09.40;8
La Peau des savants;Boyer Maëlle;2004;759-6-4746-1029-4;26.39;5
Italienische Reise;Baron Joe zu Hadwich;1992;407-6-6398-7188-1;46.46;6
Le Désir des femmes fortes;Meyer Théo;1940;662-2-9335-2240-0;98.24;5
Iphigenie auf Tauris;Albert von der Strunz;2019;769-5-7918-2491-5;52.31;5
L'Odeur du sanglier;Mme Maeva Louis;1961;758-4-2697-7193-0;73.81;3
Nine Coaches Waiting;Camren Considine;2019;271-8-8086-7437-4;79.68;1
Le Siècle de la rue voisine;Victor Aubry;1994;599-0-7864-4095-9;06.00;3
Jahrestage;Odin Harting;2004;202-3-0765-2306-2;77.36;9
L'Odeur du sanglier;Prof Adam Brun;2008;858-7-1914-9316-3;19.72;8
Helden wie wir;Semih Hennes;1992;486-1-1418-0726-5;55.39;1
Pourquoi je mens ?;Mme Romain Martin;1943;505-8-5611-2165-6;84.91;6
The Torment of Others;Daron Lindgren;2000;550-7-7080-9603-9;43.77;3
L'Odyssée invisible;Mme Ambre David;1950;504-2-9119-0270-9;77.27;5
Siddhartha;Mikail zu Kubera;2012;254-7-6540-7785-9;26.14;1
L'Odeur du sanglier;M. Maxime Baron;2012;430-7-3141-4247-0;65.60;8
Tödliche Versprechen/Das Imperium der Wölfe;Gräfin Steven Zschunke;2014;510-0-2403-3525-2;58.02;8
Pourquoi je mens ?;M. Kylian Schneider;1940;271-4-7804-0877-6;21.29;3
The Road Less Traveled;Aniya Bernier;2006;678-3-6520-9822-5;77.49;9
La Peau des savants;Moulin Mattéo;1967;728-0-9280-3247-8;15.68;8
Der Zauberberg;Sude Danneberg;1953;150-2-8234-6582-8;24.85;5
L'Odyssée invisible;Alexis Gauthier;2019;633-2-5675-8806-6;79.99;0
Winnetou;Sally vom Gromisch;2003;159-4-4953-4783-6;18.34;7
Le Siècle de la rue voisine;Legrand Maxime;2009;965-4-1569-1428-5;93.32;3
His Dark Materials;Annabell Beer;2014;604-7-9510-5315-8;20.07;5
La Peau des savants;Dr Mohamed Bertrand;2008;366-4-0708-2833-9;66.20;2
Kabale und Liebe;Inga von Strogies;2012;831-4-8883-9813-2;46.25;6
L'Odyssée invisible;Gerard Manon;1997;794-8-9747-5751-4;76.72;1
Über das Studium der griechischen Poesie;Hailey von der Bohge;2000;625-2-1402-4666-1;90.28;1
Le Désir des femmes fortes;M. Maxime Blanc;1976;985-5-1744-6629-6;27.98;3
The Line of Beauty;Vernie Bernier II;2002;467-2-0277-9751-9;61.47;5
Le Couloir de tous les mépris;Nguyen Lucie;1981;957-4-5041-0277-2;76.56;9
Der Prozess;Baron Lotta Busse;1994;360-7-0756-2015-4;90.07;1
Le Siècle de la rue voisine;Célia Moulin;1942;063-7-1918-4582-3;63.24;7
Wilhelm Tell;Gräfin Theo Lg;1944;000-4-7428-0282-2;65.90;9
Le Désir des femmes fortes;Mme Enzo Schneider;2015;838-5-8578-8836-4;94.69;4
Fear and Trembling;Dallin Schmidt IV;1971;696-7-3827-5703-0;93.20;4
Le Couloir de tous les mépris;Valentin Cousin;2016;840-1-0769-9359-9;85.67;9
Deutschland. Ein Wintermärchen;Emmely Schellenbeck;2013;141-1-3469-1834-9;71.11;6
L'Odyssée invisible;Elisa Laurent;1980;409-4-3013-2807-6;57.91;3
Nathan der Weise;Gräfin Tore von der Rach;2013;591-3-9706-5377-4;08.45;0
L'Odyssée invisible;Prof Alice Gautier;2004;745-2-3287-2653-2;21.22;3
In a Glass Darkly;Mrs. Osborne Beier;2016;045-1-7207-7221-0;73.46;0
L'Odyssée invisible;Perrin Alexis;1994;569-5-2926-6374-7;20.42;1
Wer einmal aus dem Blechnapf frisst;Lean Krebs;1971;540-3-5695-8288-8;36.48;8
Pourquoi je mens ?;Roger Maëlle;2019;429-5-3276-4754-0;82.03;5
Winnetou;Cheyenne Kirst;1979;059-7-1938-6513-1;32.95;6
La progéniture du mal;Mme Arthur Brun;1963;797-9-9068-5613-4;31.48;2
Recalled to Life;Dedric Macejkovic;2017;691-0-1815-9333-3;01.54;1
Le Siècle de la rue voisine;M. Théo Colin;2010;217-0-5595-4533-4;66.03;4
Narziss und Goldmund;Baron Jaron Kramer;2000;140-4-6856-9563-9;53.53;8
La Discipline des orphelins;Mlle Raphaël Nguyen;2004;995-5-8316-2109-1;13.76;1
Der Zauberberg;Marie Feld;2000;635-3-6186-7515-4;24.74;0
Le Siècle de la rue voisine;Dr Alice Guerin;2004;140-1-3422-8934-8;90.66;2
Noli Me Tangere;Adonis Funk;2002;774-0-8510-7503-8;43.55;5
L'Odyssée invisible;Dr Romane Martin;2008;211-9-1684-8265-7;44.82;4
Lieutenant Gustl;Clarissa Fleischmann;2010;220-4-9243-3309-2;03.10;0
Pourquoi je mens ?;Richard Léo;1966;242-2-3738-9722-1;51.40;5
Mutter Courage und ihre Kinder;Milana Mathes;2016;895-5-8055-9847-0;52.20;4
La Promise du voyeur;Dr Camille Mercier;2003;880-6-7944-5074-4;57.00;5
The Mirror Crack'd from Side to Side;Katelin Flatley;2009;943-3-9260-1284-0;25.49;8
La Promise du voyeur;Prof Mattéo Maillard;2013;909-7-0290-0079-1;92.94;9
Faust, Part I;Prof. Dr. Darleen Frantz;1998;287-9-6546-2420-5;23.28;4
Pourquoi je mens ?;Mlle Enzo Deschamps;1973;863-5-7857-4709-7;18.58;6
Der geteilte Himmel;Josy Mulrain;2017;087-3-6272-6685-5;02.18;0
Pourquoi je mens ?;Noémie Nicolas;2000;049-9-7883-3722-1;34.61;4
The Monkey's Raincoat;Norene Berge;1992;132-9-0840-6944-5;60.85;9
Le Siècle de la rue voisine;Noa Richard;2010;057-2-9879-5363-7;20.27;9
Woyzeck;Veronika Herms;2019;591-3-4917-4871-5;91.37;0
Pourquoi je mens ?;M. Anaïs Leclercq;2012;785-8-5981-1246-5;42.46;8
Lieutenant Gustl;Stina von der Wessel;1969;653-2-0831-3461-0;44.34;0
L'Odeur du sanglier;Prof Juliette Joly;1951;739-1-3847-1150-9;85.62;0
The Last Temptation;Miss Izabella Kris;2003;425-7-9848-4932-7;24.65;4
L'Odeur du sanglier;Noah Dupont;2018;066-0-4192-9589-7;65.39;5
Es geschah im Nachbarhaus;Emilio zu Dreier;2004;293-3-7293-5750-7;49.82;1
Pourquoi je mens ?;Prof Justine Guillaume;1980;331-7-5263-4225-8;81.24;3
Der Sandmann;Melissa Volker;2006;244-2-7469-0982-2;69.32;5
Pourquoi je mens ?;Manon Roussel;1993;793-2-8183-4866-1;28.99;5
The Moving Finger;Heath Herzog;2002;579-2-4790-0780-3;72.86;7
La Peau des savants;Dupuis Louise;2015;062-4-6467-6886-0;75.55;6
Im Krebsgang;Felix Linke;1960;644-9-4289-7516-2;49.64;3
L'Odeur du sanglier;M. Théo Roux;1979;296-2-4713-7056-1;87.16;3
Ende einer Dienstfahrt;Gräfin Aaliyah vom Kunz;1944;977-0-5891-6950-1;19.01;4
La Peau des savants;Brunet Lou;2016;779-3-5769-2504-8;20.69;5
Tirra Lirra by the River;Alejandra Williamson;2016;619-9-2355-8725-6;76.09;2
Le Siècle de la rue voisine;Mlle Lucie Marie;1946;874-3-2519-1209-6;35.50;4
Billiard um halbzehn;Gräfin Valerie Schahbasian;2017;038-8-5269-9133-6;48.83;0
La Discipline des orphelins;Maëlys Caron;2013;981-2-5952-3325-6;86.62;9
Die Erschiessung des Landesverräters Ernst S.;Philip Maisch;2004;997-5-2412-1916-1;43.62;8
Le Siècle de la rue voisine;Collet Alice;1943;260-6-2037-4252-7;68.31;6
Now Sleeps the Crimson Petal;Reece Barton;1966;173-1-1451-2284-8;07.52;7
La Peau des savants;Julien Lambert;2016;537-6-8054-9036-0;00.39;3
Fabian;Dario Anding;2004;240-1-1860-9862-7;30.25;4
La Discipline des orphelins;Lina Thomas;2016;921-0-2986-6348-8;21.74;9
Die Welt als Wille & Wahn;Baron Alexa Gruszecki;2019;830-4-3039-1915-5;18.34;4
La Soumission comme passion;M. Marie Prevost;2010;582-0-2138-1153-6;56.64;8
I Will Fear No Evil;Pablo Marvin;1960;155-4-2638-2111-0;79.44;7
La Promise du voyeur;Mlle Antoine Henry;1966;781-4-3301-8485-5;13.08;3
Die Blechtrommel;Viola Boyde;2018;960-4-9472-7524-6;28.53;2
La Peau des savants;Roche Alice;1948;703-0-7591-6866-4;86.74;2
Haus ohne Hüter;Prof. Dr. Artur Klose;2010;463-2-6185-5456-8;48.50;2
La Discipline des orphelins;Schmitt Justine;2000;994-5-8282-4857-6;38.94;5
Dulce et Decorum Est;Dr. Allene Brakus;2018;382-3-0516-1138-7;99.07;7
La Peau des savants;Dr Thomas Gerard;1989;853-2-1036-0076-5;67.98;4
Der Besuch der alten Dame;Elanur von Gradzki;2011;543-3-3394-9536-7;09.81;7
La Peau des savants;Emilie Julien;1953;091-8-8830-9914-8;32.97;0
Wilhelm Meisters Wanderjahre oder die Entsagenden;Logan Schüppel;2008;796-6-2530-8447-5;86.62;6
La progéniture du mal;M. Théo Charpentier;1998;801-9-7312-6393-7;24.08;7
Quo Vadis;Tracy Trantow DVM;1980;359-6-9231-3090-9;85.63;7
L'Odeur du sanglier;Rey Valentin;1990;746-2-6654-8169-4;32.10;6
Der Stellvertreter;Fr. Meryem Kummle;2000;885-4-5585-8563-9;17.39;9
La Peau des savants;Gaillard Arthur;2014;946-3-9702-9251-7;71.40;9
Die zärtlichen Schwestern;Joschua Franzmann;2001;071-5-2230-1339-9;22.05;1
Le Couloir de tous les mépris;Blanchard Emilie;1954;823-6-8380-5917-7;65.94;5
Edna O'Brien;Johathan Willms Jr.;2019;314-9-3783-0359-7;80.33;2
L'Odeur du sanglier;Quentin Fontaine;1975;693-4-2149-6893-3;08.97;2
Maria Stuart;Marla Kral;1998;045-7-9203-3783-5;56.94;3
Le Siècle de la rue voisine;Dumas Paul;2009;103-6-8255-8996-0;11.52;5
Faserland;Prof. Dr. Katja Madubuko;2019;569-3-7756-5559-4;95.17;0
Pourquoi je mens ?;Masson Evan;2011;191-3-2821-7502-4;52.02;1
Now Sleeps the Crimson Petal;Kadin Stracke;2001;966-1-8935-6526-6;07.99;2
La Peau des savants;Evan Bourgeois;1976;970-7-9301-6307-6;64.63;1
Der Verdacht;Maddox Wiebe;1997;596-8-4253-8295-3;67.77;1
L'Odyssée invisible;Manon Charpentier;1964;135-7-7525-9391-2;02.84;5
Narziss und Goldmund;Gräfin Annemarie vom Dressler;1953;428-3-8570-9406-4;77.77;0
La Promise du voyeur;Prof Chloé Louis;1963;235-0-2115-6672-6;75.76;2
The Far-Distant Oxus;Addie Barton;1950;572-2-6357-3880-0;84.32;7
Le Siècle de la rue voisine;Duval Adam;1978;900-3-6555-2479-7;28.87;6
Tödliche Versprechen/Das Imperium der Wölfe;Hr. Dennis Terheiden;1985;706-2-7935-0292-1;22.40;7
L'Odyssée invisible;Prof Marie Giraud;2001;446-0-7083-3101-6;00.73;8
Also sprach Zarathustra;Lya Jacob;1958;742-4-8079-0970-3;71.06;9
La progéniture du mal;Mohamed Gonzalez;2018;495-5-6620-8935-5;16.87;7
A Catskill Eagle;Tyshawn Brown;2003;103-6-4343-5528-6;05.56;5
La progéniture du mal;Mlle Lucas Rey;1943;125-3-4411-5129-9;84.74;7
Biedermann und die Brandstifter;Denny Frantz;1956;463-0-2732-8704-1;63.50;9
Le Couloir de tous les mépris;Alexis Moreau;2012;595-2-6085-0412-3;83.47;3
Der Augenblick der Liebe;Stephan Mögenburg;2011;564-7-4435-7409-9;74.69;5
L'Odyssée invisible;Mme Rayan Faure;1986;949-0-2611-8167-2;97.19;7
Everything is Illuminated;Eulah Grant;1985;248-3-5049-3320-0;88.68;8
L'Odeur du sanglier;Francois Lena;2014;425-3-2649-5847-6;22.24;0
Narziß und Goldmund;Elea Winkler;1993;704-4-0766-4515-4;42.83;5
L'Odyssée invisible;Prof Thomas Duval;2016;704-4-8488-2988-3;29.56;9
Die Leiden des jungen Werther;Mateo Eberhardt;1942;952-7-6890-1743-9;80.35;6
L'Odyssée invisible;Lilou Bonnet;1956;608-1-5536-5166-0;43.46;2
The Last Enemy;Vincent Kuhn;1959;825-8-2838-2527-7;42.83;6
La Discipline des orphelins;Martin Lina;2017;968-2-3233-7350-3;51.40;6
Der Schimmelreiter;Lya Haupt;1963;983-3-4396-4424-2;58.13;8
La Soumission comme passion;Maxime Leroux;2019;575-1-5770-3221-8;20.14;7
Der arme Spielmann;Franziska Wischek;2019;492-1-9021-3372-3;18.01;8
L'Odeur du sanglier;M. Lena Picard;1986;742-2-0489-1778-3;61.51;7
Dying of the Light;Ludie Cummerata;1994;231-3-9543-3979-1;17.11;3
L'Odeur du sanglier;Brunet Mathis;2003;978-9-4441-6189-0;66.40;0
Die Leute von Seldwyla;Bjarne Ahrens;2013;317-5-6639-7782-7;95.07;9
La Peau des savants;M. Elisa Riviere;2007;665-0-7480-7200-2;65.91;8
Im Krebsgang;Ali Goy;1984;788-0-8642-9709-7;75.23;8
Le Siècle de la rue voisine;Louis Hubert;1961;204-0-1543-2853-6;49.91;7
That Good Night;Mr. Mack Treutel;2016;883-5-1559-4649-8;46.80;0
La Discipline des orphelins;M. Chloé Renaud;1977;210-5-7683-7217-1;28.15;2
Traumnovelle/Die Braut;Celine Kuschewitz;1975;774-3-5330-0436-3;43.58;3
L'Odeur du sanglier;Bourgeois Mélissa;1946;998-9-9072-5285-5;23.70;4
Der Zauberberg;Lennert von der Farber;1952;793-7-3525-9442-9;13.51;6
Le Couloir de tous les mépris;Mme Julie Moreau;2019;305-2-2724-7222-0;32.18;3
Cover Her Face;Khalid Considine;2009;397-0-8863-9595-8;57.45;1
La Promise du voyeur;Prof Louise Sanchez;2012;834-1-1271-0936-3;57.84;8
Heidi;Hannah Nussbeck;2008;270-4-1023-4099-1;37.81;6
La progéniture du mal;Mlle Eva Muller;1992;240-1-6615-2454-5;18.24;7
Der (kleine) Schatz im Kugelbauch;Graf Isabel Milde;1987;124-2-2746-6100-6;57.63;8
La Peau des savants;Colin Raphaël;1954;822-8-3268-6093-3;83.72;8
Of Mice and Men;Arielle Osinski PhD;2005;173-0-1581-1850-0;45.72;8
La Soumission comme passion;Juliette Jacquet;2005;311-2-1732-2857-6;54.11;2
Das kalte Herz;Elia vom Vieweg;2005;258-9-0706-1990-9;12.96;1
La progéniture du mal;Picard Clémence;1973;284-8-8023-4349-1;51.59;9
Jedermann;Jordan Metzger;1964;202-4-9501-9204-6;53.88;6
L'Odeur du sanglier;Dufour Alexandre;1996;699-2-5379-1455-4;77.04;6
The Mirror Crack'd from Side to Side;Hank Bernier;1956;185-7-2542-5251-3;50.33;0
Le Couloir de tous les mépris;Dupont Célia;1980;162-2-5009-0691-0;18.23;2
Helden wie wir;Josef Hübl;1991;880-9-7749-8181-1;82.62;8
La Soumission comme passion;Dr Lena Nguyen;1989;785-5-1463-9032-1;16.86;4
Winnetou;Willy Barr;1969;123-5-7917-4821-3;97.76;7
Pourquoi je mens ?;Dr Mael Lefebvre;1994;919-2-0459-8883-2;56.67;0
Tiger! Tiger!;Miss Osvaldo Armstrong;1982;858-1-6956-7270-6;57.15;9
La Soumission comme passion;Remy Mael;2009;849-9-8928-4116-8;60.50;0
Heinrich von Ofterdingen;Hr. Kaja Onnen;2006;036-7-0633-9665-2;28.40;3
La Soumission comme passion;Lucas Riviere;1968;542-2-9778-8861-6;23.72;7
Wilhelm Tell;Hendrik Radtke;2001;534-3-7117-4439-7;78.86;3
La Peau des savants;Lucie Brun;1964;684-6-6822-5332-2;98.31;0
Bury My Heart at Wounded Knee;Mr. Casandra Bruen;1979;062-4-7691-6993-4;47.63;5
Le Couloir de tous les mépris;Mlle Clémence Charles;1999;057-4-9757-9582-6;84.68;3
Die verlorene Ehre der Katharina Blum;Philipp von der Banse;1982;198-1-8901-9031-7;03.61;9
Pourquoi je mens ?;Lina Pierre;2009;320-5-6195-0536-1;78.61;2
Der Augenblick der Liebe;Ismail vom Schlicht;2009;044-7-2405-7987-8;16.51;0
La Peau des savants;Charlotte Muller;2008;252-6-2159-3628-2;49.25;9
The Little Foxes;Kade Senger;1979;867-7-2393-4037-8;86.97;4
La Discipline des orphelins;Legrand Manon;1956;082-8-2064-8468-0;78.24;0
Die Blechtrommel;Henriette Wilhelm;1953;216-4-6045-3699-3;89.44;8
Le Couloir de tous les mépris;Pauline Remy;2014;345-4-5871-5402-8;98.68;2
Sterbender Cato;Domenic Bichler;1947;345-5-9503-6276-2;97.16;9
Le Désir des femmes fortes;Prof Sacha Rolland;1967;846-1-7691-4590-4;93.81;0
Beyond the Mexique Bay;Ms. Bruce Towne;2014;881-9-3504-3629-4;96.05;8
Le Désir des femmes fortes;Boyer Benjamin;2013;088-5-6891-6964-6;96.09;1
Der Besuch der alten Dame;Timm Heiser;1950;778-2-4818-9475-9;95.65;9
Le Désir des femmes fortes;Mme Kylian Fleury;2005;709-4-5573-7895-0;94.28;7
Iphigenie auf Tauris;Graf Jane Bock;1992;960-8-4120-9123-4;34.76;9
Le Siècle de la rue voisine;M. Carla Dubois;2015;627-7-5679-7848-3;72.74;0
I Know Why the Caged Bird Sings;Corine White Sr.;2016;579-3-3341-1611-8;11.77;8
Le Couloir de tous les mépris;M. Lilou Michel;1982;612-2-2998-2683-8;12.80;2
Aus dem Leben eines Taugenichts;Janne Ganzmann;1981;601-3-7257-2699-4;24.70;7
Pourquoi je mens ?;Mlle Louna Morel;2000;554-9-9470-4166-3;68.33;0
Der Tod in Venedig und andere Erzählungen;Fatma von Vater;1970;332-7-0787-3124-8;60.87;1
Le Désir des femmes fortes;Mme Océane Leclerc;1946;392-4-3312-5248-6;91.13;5
