title;author;publicationyear;isbn;europrice;stock
La progéniture du mal;Gauthier Carla;2009;604-3-4197-6704-3;85.97;7
Wer einmal aus dem Blechnapf frisst;Graf Amelia vom Birkemeyer;2006;245-6-3845-0908-7;51.81;5
Le Siècle de la rue voisine;Mme Kylian Aubry;1988;578-1-3369-5384-8;82.67;5
Ego Dominus Tuus;Shirley Quigley;1968;086-1-2996-7191-6;56.06;3
Pourquoi je mens ?;Dr Alice Fontaine;2015;398-8-5041-8837-8;15.44;0
Ansichten Eines Clowns;Annabelle Bremer;2015;608-3-2553-9477-8;29.14;6
Le Couloir de tous les mépris;Maxime Lambert;1996;465-9-8908-5166-5;59.47;1
Die Leute von Seldwyla;Dr. Rieke Battke;2015;035-6-4635-0547-8;72.61;6
L'Odyssée invisible;Mme Maëlle Pons;1980;654-4-2271-1217-5;86.86;1
A Handful of Dust;Meagan Sauer;1995;086-9-5202-1009-3;04.84;3
L'Odeur du sanglier;Mlle Arthur Blanc;1980;817-8-9535-2998-0;86.93;8
Die Weber;Baronin Nika Restorff;2015;580-2-8627-9533-7;80.19;7
La Peau des savants;Carpentier Romain;1975;850-3-9730-4290-2;11.30;9
Also sprach Zarathustra;Graf Nils Klemme;1943;353-6-1237-3993-9;45.03;3
L'Odeur du sanglier;Mlle Valentin Muller;2010;313-8-2685-3666-3;00.63;9
The Yellow Meads of Asphodel;Deion Gusikowski;1947;129-6-6475-1874-2;87.49;8
Le Couloir de tous les mépris;Evan Charpentier;2003;906-2-3951-1292-7;48.15;4
Ein fliehendes Pferd;Celina Goy;1965;256-4-2404-6097-4;11.54;7
Pourquoi je mens ?;Maëlys Vincent;1982;779-9-4994-1407-0;74.73;9
Faserland;Marissa Biesenbach;2009;186-0-3582-9960-7;73.48;1
Le Désir des femmes fortes;Clémence Adam;2008;858-5-0572-2408-1;50.69;6
Tiger! Tiger!;Rowland Glover;2012;812-5-0760-9244-9;85.84;0
La Soumission comme passion;Marie Guyot;1940;996-0-5100-8615-1;12.15;8
Die Lehre der Sainte-Victoire;Isabella vom Lesch;2001;297-8-7615-2701-5;98.07;6
La Soumission comme passion;Ethan Lacroix;2012;855-3-2938-8964-1;90.98;2
Vor Sonnenaufgang;Davin zu Kohle;1988;165-2-1064-6619-8;30.61;8
La Promise du voyeur;Boyer Romane;2005;945-9-2223-2386-7;67.95;0
All the King's Men;Shanelle Crooks;1974;456-2-1551-4756-4;45.19;0
L'Odeur du sanglier;Brunet Maxime;2005;846-6-3521-9379-8;69.69;5
Das Versprechen;Tyron Renz;1942;731-4-3827-4092-0;05.16;7
Le Siècle de la rue voisine;Mlle Clara Marie;1997;881-6-1441-8536-1;19.04;8
Der Stechlin;Cosima Gelling;2019;709-8-6791-7268-3;87.82;7
La Promise du voyeur;Mael Leclerc;1978;169-8-5882-1411-9;35.34;3
The Man Within;Skyla Purdy;2002;407-6-5297-9340-8;33.64;4
Le Désir des femmes fortes;Prof Lena Perrot;2003;855-4-6265-8089-6;20.98;8
Effi Briest;Alyssa Lewke;1986;055-0-7793-1639-9;27.72;7
L'Odyssée invisible;Joly Jules;2002;996-2-3418-6298-9;43.91;8
Das Parfum;Alica Schnelting;2011;917-7-9391-6722-0;13.59;4
Le Désir des femmes fortes;Dr Ethan Leroy;1976;149-8-0601-4057-9;09.21;6
The Glory and the Dream;Jairo Purdy;2006;535-2-7681-2387-2;78.10;2
La Discipline des orphelins;Martin Thomas;1987;375-6-8316-3246-8;11.74;1
Im Krebsgang;Inka Ludolf;2002;023-4-1161-7704-6;45.93;3
Pourquoi je mens ?;Sacha Philippe;2013;435-3-5256-1046-2;62.51;2
Die Buddenbrooks;Graf Diana Tächl;1997;166-5-1038-7666-2;43.30;9
La Peau des savants;Mme Romain Dupuy;1991;194-9-9089-2180-4;59.96;7
Nine Coaches Waiting;Walter Green;1957;123-2-6636-6689-4;70.77;2
La progéniture du mal;Prof Ambre Caron;2013;558-0-5005-4699-8;85.41;1
Die Welt als Wille & Wahn;Baron Alexis zu Mai;1994;899-7-5296-7087-2;39.26;4
La Promise du voyeur;Vasseur Mathéo;2019;442-0-3624-4897-0;32.92;5
Der abenteuerliche Simplicissimus;Fr. Christiane Splinter;1949;101-4-2989-7313-8;06.25;4
Le Siècle de la rue voisine;Clara Vasseur;2000;800-0-8186-2013-4;16.49;0
The Green Bay Tree;Isadore Kreiger;2010;683-7-9221-6367-0;69.27;6
La Discipline des orphelins;Sarah Bertrand;1993;040-7-2384-6701-2;03.68;1
Effi Briest;Gräfin Till Ghirmai;1942;638-1-7645-6124-0;91.61;4
L'Odyssée invisible;Laurent Léo;2017;160-0-1304-4555-0;62.90;5
Der Sandmann;Jannes Bielert;2016;592-9-2223-2555-8;02.99;8
Le Siècle de la rue voisine;Petit Théo;1969;066-8-1406-5623-6;56.38;3
Nine Coaches Waiting;Oceane Haley;1965;872-6-5693-2588-0;81.68;7
Le Désir des femmes fortes;Jeanne Pierre;2002;927-7-7942-3086-2;45.10;8
Lenz;Graf Veronika von Peter;1988;130-5-8891-6679-7;30.77;1
La progéniture du mal;Lefevre Maxime;1990;831-4-6910-3806-8;62.03;3
Schachnovelle;Alessio von der Busse;2004;024-1-5203-2773-2;50.17;9
Le Siècle de la rue voisine;Mme Baptiste Gauthier;1980;211-6-6520-5830-9;82.28;2
Such, Such Were the Joys;Sunny Hamill;1980;932-4-6881-1600-7;71.08;0
La progéniture du mal;Mme Jules Dumas;2009;062-5-7288-0562-2;10.84;9
Sansibar oder der letzte Grund;Rayan Volkmann;1978;418-9-5819-6704-6;84.96;5
La Soumission comme passion;M. Benjamin Marty;1965;204-4-4668-1980-8;13.67;4
Deutschland. Ein Wintermärchen;Hr. Cecilia Herschmann;1987;994-0-2207-1479-3;85.46;9
La Discipline des orphelins;Noah Bourgeois;2015;094-9-9418-0268-9;03.64;9
Rosemary Sutcliff;Percival Nolan;2001;863-4-1567-2109-3;74.75;4
La Promise du voyeur;Lou Nguyen;2015;572-5-5501-8378-4;05.10;0
Das Boot;Gräfin Alessa Hannecker;1981;318-2-9516-4977-3;36.15;0
La Peau des savants;Nathan Petit;2013;840-9-9085-8835-4;86.68;6
Frühlings Erwachen;Baronin Lutz von Evers;1988;027-9-0327-0359-6;50.23;5
Le Couloir de tous les mépris;Mlle Jeanne Julien;2006;478-1-9760-0033-3;53.10;2
Jacob Have I Loved;Myrtice Stanton;1949;544-3-1636-1553-0;64.02;5
Le Désir des femmes fortes;Mlle Rayan Baron;1970;459-7-7632-6743-5;13.76;5
Die Erschiessung des Landesverräters Ernst S.;Viktoria Mai;2000;714-8-0128-5494-8;77.66;7
La Peau des savants;Mlle Zoe Aubert;2001;542-7-4644-0828-9;37.18;5
Narziß und Goldmund;Lyn Dyett;2008;439-5-0504-2489-4;11.63;9
Pourquoi je mens ?;Cousin Océane;2019;030-2-9494-3124-0;23.47;7
Precious Bane;Icie Bogisich;1968;350-3-8362-2150-4;93.17;7
L'Odyssée invisible;Mlle Victor Lecomte;2006;809-7-6810-3593-6;70.70;7
Reigen;Baronin Hana von der Wachenbrunner;2019;802-3-3848-1225-4;37.16;2
Le Siècle de la rue voisine;Pierre David;2017;683-4-0473-5690-2;61.30;6
Die Blechtrommel;Freiherr Andre von der Schüler;2012;796-8-6476-5285-7;47.10;4
Pourquoi je mens ?;Durand Théo;2004;676-4-4688-7866-6;98.09;3
Nectar in a Sieve;Leonel Nolan V;2000;787-9-5108-7123-7;63.67;6
La Soumission comme passion;Mathis Laurent;1969;506-4-1223-8605-1;70.98;4
Die Aufzeichnungen des Malte Laurids Brigge;Jeremie Leyckes;1964;753-6-0216-5365-4;90.28;3
L'Odyssée invisible;Menard Ethan;2014;470-6-4158-1762-0;04.57;0
Jahrestage;Ayman Fricke;2008;851-9-2824-9816-1;71.25;6
Le Siècle de la rue voisine;Mattéo Hubert;1989;530-2-3533-6870-7;61.35;7
The Painted Veil;Deondre Davis;2004;132-9-7487-5742-5;14.14;8
La Discipline des orphelins;Morin Clément;2011;355-8-1477-8257-0;67.24;5
Die Leiden des jungen Werther;Freiherrin Linda Tidow;2015;076-4-9962-2429-8;90.05;9
Le Couloir de tous les mépris;David Mael;1964;233-1-8836-4600-1;14.34;2
Katz und Maus;Prof. Cassandra Giehl;2002;909-3-7152-4797-0;07.24;3
L'Odyssée invisible;Juliette Henry;1956;093-3-9104-8839-0;24.18;5
Tender Is the Night;Estelle Hagenes;2005;317-2-6610-8495-8;38.36;9
La Soumission comme passion;Marty Sacha;2019;945-0-5583-0865-7;75.05;2
Jahrestage;Ellen Hense;1952;828-7-8749-2069-7;56.88;1
La Discipline des orphelins;Louis Lucas;2001;426-7-4415-0838-7;89.80;7
Der gute Mensch von Sezuan;Finley Zimmer;1968;886-7-9344-3937-6;15.12;1
La Peau des savants;Pauline Marie;1942;013-3-7358-9977-9;30.90;9
Jacob Have I Loved;Orion Dare I;1958;319-4-1893-4110-2;39.68;3
La Peau des savants;Clémence Martin;1985;847-2-0866-0725-9;51.02;2
Sterbender Cato;Nino vom Marschek;1940;439-8-4055-0497-8;39.70;3
La Discipline des orphelins;Mlle Julien Simon;2008;277-2-2247-5983-6;54.25;6
Jahrestage;Claas Tasche;2005;578-4-6659-3094-1;79.78;6
La progéniture du mal;Girard Benjamin;2014;652-5-2869-1781-7;79.70;5
Tiger! Tiger!;Reba Ebert IV;1952;301-9-8609-3044-0;43.88;7
La Discipline des orphelins;Dubois Sacha;1993;944-5-8059-5323-5;28.16;3
Miss Sara Sampson;Baron Vivien vom Emert;1990;006-0-2553-6833-3;55.47;1
L'Odyssée invisible;Mlle Elisa Schneider;2014;867-2-5007-8987-7;23.02;6
Jedermann;Marian Lehmann;1957;117-5-9738-1034-3;72.99;2
La progéniture du mal;Mme Ethan Lambert;2009;656-9-4595-1122-5;44.32;3
The Daffodil Sky;Mrs. Laura Schmidt;2007;638-2-4162-7749-2;52.95;2
La Promise du voyeur;Huet Axel;1998;783-0-0321-4578-6;48.63;0
Der gute Mensch von Sezuan;Eric Gauder;1993;497-0-5612-1027-4;64.55;7
Le Couloir de tous les mépris;Rolland Zoe;1967;267-2-0742-7385-0;88.96;9
Stolz und Vorurteil;Nevio Barylla;1948;711-2-7383-4604-7;87.25;9
La Soumission comme passion;Mlle Clément Jacquet;1988;809-2-9294-7063-7;16.88;1
Of Mice and Men;Oliver Wisoky V;2017;625-1-1863-2678-7;62.89;6
La Peau des savants;Maxime Carpentier;2019;819-8-1040-5894-5;16.32;7
Franziska Linkerhand;Hr. Sandy Cornelsen;1991;232-3-3762-5026-4;39.71;1
La Soumission comme passion;Brun Lou;2012;250-3-7978-6984-6;95.06;7
Das kalte Herz;Dipl.-Ing. Philine Sattelmaier;1999;443-4-1999-5499-6;14.69;5
La Promise du voyeur;Dr Maëlys Blanc;2001;262-4-8313-2635-8;47.90;9
A Farewell to Arms;Delta Klein;2014;707-9-7197-5229-1;48.28;0
Le Couloir de tous les mépris;Berger Alexandre;2006;829-4-3766-0771-8;13.99;6
Biedermann und die Brandstifter;Freiherrin Luisa von der Kurschilgen;2012;449-6-1536-5509-8;46.65;5
La Peau des savants;M. Hugo Roger;1974;612-3-7802-1467-7;18.03;2
Der Stechlin;Graf Giulia Fischer;2000;818-0-9864-1953-5;42.29;7
La Discipline des orphelins;Lefebvre Chloé;1942;875-5-4495-0606-8;57.44;5
Time of our Darkness;Luisa Mitchell;2009;174-9-2735-8614-8;18.40;8
La Promise du voyeur;Adam Le gall;2003;674-7-1174-8389-7;49.72;0
Frühlings Erwachen;Joelle Koubaa;1974;029-4-2353-3160-8;96.14;1
La Discipline des orphelins;Mathis Bourgeois;1960;209-5-1821-0123-4;51.05;6
Das Parfum;Graf Erik vom Büchele;2000;581-4-6016-5525-3;54.71;4
La Promise du voyeur;Bourgeois Pauline;1959;780-3-2348-2505-4;78.39;5
Antic Hay;Pascale Rau;1970;942-5-6460-5291-2;16.56;3
Le Désir des femmes fortes;Leclerc Charlotte;2005;838-1-1367-4726-9;98.03;0
Nathan der Weise;Selim Madubuko;1941;120-5-0363-7061-3;66.74;2
La Discipline des orphelins;Alexis Marty;2019;301-9-9073-6307-6;94.04;2
Heinrich von Ofterdingen;Kilian May;2013;786-2-2387-3909-7;57.56;6
La Discipline des orphelins;M. Lola Leroux;2019;074-5-6644-8555-5;14.29;8
Time of our Darkness;Antwon Metz V;1976;465-6-2564-2086-1;90.40;0
Pourquoi je mens ?;Dupuis Rayan;1971;064-7-7601-0030-4;30.16;6
Billiard um halbzehn;Liz Gollnow;2015;340-9-8544-7126-0;92.88;9
La Promise du voyeur;Deschamps Thomas;1972;281-4-5078-1570-9;56.61;3
Sterbender Cato;Freiherr Heidi von der Schahbasian;1979;525-7-1295-5016-8;26.86;3
La Peau des savants;M. Pauline Aubert;1952;259-9-1902-8327-0;16.00;5
That Hideous Strength;Kirsten Carroll;1990;211-6-4647-1076-6;43.48;3
La Promise du voyeur;Marie Fournier;1977;487-4-8358-9910-3;94.29;3
Heinrich von Ofterdingen;Jeremie Geissler;2009;259-7-0570-4072-0;04.73;4
Pourquoi je mens ?;Mme Alice Garnier;1978;566-5-9040-0600-8;13.99;1
Schachnovelle;Ylvi zu Ringer;1997;485-4-0828-2184-1;58.81;7
Pourquoi je mens ?;Kylian Charles;1958;093-8-9492-5486-3;48.64;5
Carrion Comfort;Dr. Maude Ondricka;2005;704-5-8187-0279-9;00.74;5
Pourquoi je mens ?;Charlotte Guyot;2005;877-2-2469-8906-7;74.71;8
Der Ausflug der toten Mädchen;Baron Victor Tuschmo;2019;724-6-9732-7116-6;94.06;9
Pourquoi je mens ?;Roy Nicolas;1951;506-1-5479-7762-5;13.17;8
Das kalte Herz;Fr. Lya Koch;2005;981-1-1988-0249-3;18.95;7
La Discipline des orphelins;Pierre Marie;2010;255-1-3666-6417-1;75.99;7
Of Mice and Men;Emily Berge;2011;395-3-9869-6871-7;81.70;5
La Soumission comme passion;Dr Camille Bonnet;2009;954-7-0339-0130-3;31.40;2
Mario und der Zauberer;Dipl.-Ing. Jarne Albrecht;2019;725-6-5233-5752-0;15.38;9
Le Couloir de tous les mépris;Thomas Gerard;2016;494-0-2048-9749-0;16.42;8
Es geschah im Nachbarhaus;Gräfin Kiana Madetzky;2001;228-5-3090-1127-7;21.89;5
Pourquoi je mens ?;Dumas Thomas;2019;887-6-2323-5013-4;41.29;8
Mother Night;Sincere Schaden;1943;612-9-5622-6100-9;46.68;9
Le Couloir de tous les mépris;Yanis Schneider;2018;658-1-1927-7337-8;26.38;3
Woyzeck;Juri Sprenger;1962;933-4-3504-7254-7;15.92;8
L'Odyssée invisible;M. Hugo Marchal;2003;742-3-0011-1156-5;28.87;4
Aus dem Leben eines Taugenichts;Til zu Letzelter;2018;221-9-5439-3847-9;67.03;1
Le Siècle de la rue voisine;Guyot Arthur;2000;390-9-6862-3381-5;53.83;2
Infinite Jest;Kali Brown;2015;376-2-7538-6821-7;69.68;5
Pourquoi je mens ?;Yanis Brun;2014;776-3-1052-4619-6;69.78;7
Die Leute von Seldwyla;Gräfin Leonardo vom Weigel;1954;094-4-4139-0673-3;89.77;9
L'Odeur du sanglier;Mlle Adrien Francois;2005;228-8-1216-0018-0;76.39;0
Über das Studium der griechischen Poesie;Ilja Carlsohn;1991;303-0-4306-4649-4;02.31;5
L'Odeur du sanglier;Dr Lucie Dupuy;2006;958-8-3546-9904-5;30.49;0
The Golden Bowl;Queenie Wiegand;2002;309-0-5758-8415-4;55.01;5
La Soumission comme passion;Justine Roger;2014;989-9-3784-2350-2;32.84;4
Till Eulenspiegel;Dr. Lio Saile;2012;217-4-0511-0592-2;37.87;9
La Peau des savants;Julie Collet;2016;260-9-2001-6750-9;69.07;3
Faserland;Arne Lammert;1977;915-3-5109-4019-3;16.95;7
La progéniture du mal;Maxime Chevalier;2002;707-4-8216-8873-0;86.80;8
That Hideous Strength;Camila Kozey MD;2003;430-7-9324-2728-2;06.24;6
La Promise du voyeur;Louna Dumas;2011;546-4-5596-3020-5;26.71;0
Des Teufels General;Baronin Ecrin Ullrich;2000;719-8-3997-2571-9;13.06;8
La progéniture du mal;Célia Nicolas;2012;258-8-7605-7899-9;77.15;0
Vor Sonnenaufgang;Dr. Hermine Ecker;2010;236-2-4757-8784-1;25.64;1
La Promise du voyeur;Barre Elisa;1957;982-7-8643-5784-2;84.20;6
The Last Enemy;Donnie Feeney DVM;2003;335-2-5944-1135-1;45.12;1
La progéniture du mal;Lena Martinez;2000;735-7-6682-3280-5;82.26;4
Jakob der Lügner;Ana Wakan;1956;174-6-9931-1476-2;23.81;1
Le Désir des femmes fortes;Mlle Mohamed Gauthier;2016;253-4-5302-7853-8;10.24;7
Stolz und Vorurteil;Baronin Daniela Erm;2008;843-8-1928-2228-5;27.51;3
La Soumission comme passion;Enzo Denis;1961;497-1-6910-8152-7;89.40;4
Cabbages and Kings;Antwan Bashirian;1945;149-4-3698-0346-0;84.01;7
Le Siècle de la rue voisine;Julien Petit;1975;607-3-5117-1848-6;69.69;6
Aus dem Leben eines Taugenichts;Baron Steven Ney;1982;116-1-4669-7113-7;86.28;7
La Discipline des orphelins;Chevalier Valentin;1956;616-5-1092-4654-7;15.58;9
Der Zauberberg;Freiherr Rieke Anggreny;1944;748-7-2340-0207-4;15.00;5
L'Odeur du sanglier;Mme Alexandre Adam;2002;364-1-0728-2893-2;54.07;8
Great Work of Time;Charles King Jr.;1999;079-1-9029-3963-3;32.89;9
L'Odeur du sanglier;Lucie David;2017;860-5-6209-5727-5;15.74;3
Reigen;Ismael Plautz;1963;861-2-7011-2010-2;15.74;9
Le Couloir de tous les mépris;Raphaël Gautier;1950;363-0-8171-9235-8;00.56;7
Der abenteuerliche Simplicissimus;Baron Matti Herrmann;1975;074-1-5535-2593-6;81.32;1
La Discipline des orphelins;Brunet Romain;2004;583-8-1501-3202-8;50.18;2
Jacob Have I Loved;Dejon Gorczany;1969;173-2-7119-0485-4;66.28;0
L'Odyssée invisible;Riviere Ines;2006;057-1-4623-7919-6;96.76;2
Sterbender Cato;Graf Letizia vom Fincke;1998;721-4-9583-7201-8;37.35;1
Le Désir des femmes fortes;Zoe Petit;1979;969-1-9712-3925-6;93.52;9
Das Parfum;Nicolas Krieger;2008;536-6-5361-9990-6;11.52;7
L'Odyssée invisible;Carla Bertrand;1964;358-0-5509-2418-4;65.06;1
The Waste Land;Jed Ward;2006;852-4-8569-0663-0;54.49;0
La Promise du voyeur;Olivier Mélissa;2012;194-7-9739-1521-9;44.88;9
Der Hauptmann von Köpenick;Prof. Dr. Dr. Celina Bloch;2007;866-5-8019-1773-2;09.99;8
Le Désir des femmes fortes;Nicolas Lacroix;2014;976-3-3550-9977-3;16.56;5
Ende einer Dienstfahrt;Gräfin Elea zu Grothaus;2000;204-4-6397-9670-5;79.80;0
La Peau des savants;Dr Océane Marie;2000;910-4-1752-4652-6;94.63;7
All the King's Men;Miss Tara Schulist;1957;467-7-4781-2612-5;62.85;3
La Soumission comme passion;Mlle Léo Blanchard;1993;068-2-6027-6360-6;19.32;2
Effi Briest;Erik Wakan;1960;565-1-5688-6798-7;51.65;9
L'Odeur du sanglier;Mme Clément Colin;2004;424-1-9957-9543-0;68.14;2
Der Stellvertreter;Prof. Dr. Dr. Eda Sören;2007;385-6-4944-4902-2;97.92;1
Le Désir des femmes fortes;Dr Louise Jacquet;2000;016-0-8910-7038-7;48.39;7
Jesting Pilate;Mr. Reymundo Metz;1981;248-3-8519-8165-2;93.79;4
Pourquoi je mens ?;Aubert Laura;2000;021-8-6925-8892-5;78.36;6
Cleopatra;Nils Aryee;2004;663-9-1896-2340-8;79.53;6
Le Siècle de la rue voisine;Axel Rodriguez;2016;211-0-5063-1831-1;67.36;1
Ende einer Dienstfahrt;Marius Lorenz;1971;510-1-5295-5493-1;82.12;4
Le Désir des femmes fortes;Lucas Lena;1991;796-6-6934-1631-8;47.82;9
The Stars' Tennis Balls;Mr. Ena Konopelski;1981;947-7-8933-0343-1;54.35;4
L'Odyssée invisible;Nicolas Axel;2013;431-3-7167-8608-5;20.81;5
Katz und Maus;Jette von der Helm;1989;668-4-4061-2002-9;63.18;3
La progéniture du mal;M. Célia Jacquet;1990;808-3-5419-9217-7;42.89;2
Des Teufels General;Finley Grosser;2014;592-1-3894-5946-8;29.02;3
La Soumission comme passion;Louis Berger;1974;994-6-3034-4998-3;18.76;0
Arms and the Man;Nicholaus Tillman;1990;553-4-3926-8448-4;00.98;6
Le Couloir de tous les mépris;Lou Leclercq;2007;383-7-5820-9986-5;00.95;5
Die neuen Leiden des jungen Werthers;Baronin Mattes vom Nabow;1991;053-5-8073-2490-5;13.98;5
La Soumission comme passion;Pierre Masson;2015;672-6-6504-1064-3;07.24;7
Es geschah im Nachbarhaus;Viktoria Rautenkranz;2010;074-9-8593-1242-1;64.83;0
Le Couloir de tous les mépris;Théo Lacroix;1993;655-4-6590-3638-3;60.74;7
I Will Fear No Evil;Lloyd Purdy;1993;048-1-8700-9238-2;33.95;9
Le Couloir de tous les mépris;Mlle Benjamin Roy;1955;263-3-6929-3853-6;39.21;2
Der Untertan;Dipl.-Ing. Sebastian Treff;2014;072-0-9018-2793-4;37.07;1
L'Odyssée invisible;Lola Morel;1954;636-9-5600-2709-4;66.81;9
Im Krebsgang;Annemarie Reinelt;1947;460-5-2276-6648-4;04.88;6
La progéniture du mal;Marie Noah;2002;414-5-4737-1826-1;08.89;6
Tender Is the Night;Kian Block;2009;153-2-7185-7835-1;36.84;4
L'Odyssée invisible;Eva Renard;1999;078-9-5626-8927-3;19.98;3
Der Goldene Topf;Leonardo Beutelspacher;1966;113-8-8971-6939-4;30.11;7
La Soumission comme passion;Mlle Benjamin Renault;2012;680-1-1788-0228-1;35.67;3
Heinrich von Ofterdingen;Lili Gerbennow;2011;088-8-8713-4219-6;92.79;8
La progéniture du mal;Chloé Fabre;2010;273-4-1630-3986-4;39.11;5
Dying of the Light;Weldon McGlynn PhD;2001;122-1-0520-4320-8;17.68;4
La Soumission comme passion;Kylian Michel;1958;196-8-8841-3878-9;98.64;0
Katz und Maus;Kay Kallabis;1956;281-8-9558-3024-1;43.35;6
La Discipline des orphelins;Marchand Maeva;2018;404-5-2177-1818-3;99.14;1
Stolz und Vorurteil;Liv Kofferschlager;1978;201-3-1975-6676-8;51.18;6
La Promise du voyeur;Manon Francois;1963;040-0-0200-8614-6;45.12;2
The Mermaids Singing;Dr. Destany Reinger;1957;665-7-1476-0881-9;47.71;9
L'Odyssée invisible;Gonzalez Pauline;1968;865-9-9269-1241-8;81.47;0
Unterm Rad;Wiebke Haverney;2017;873-3-4039-8533-6;83.62;6
Pourquoi je mens ?;Chloé Pierre;2019;872-2-3875-6554-5;64.89;8
Leben des Galilei;Martha Sander;2015;024-6-1318-4471-5;33.02;0
L'Odyssée invisible;Simon Benjamin;1991;261-2-1776-9017-5;78.59;8
What's Become of Waring;Rico Brekke I;1943;447-9-7314-5504-8;98.56;4
L'Odeur du sanglier;Mme Arthur Barre;1978;433-9-1152-1805-3;13.65;6
Das Parfum;Jesse Lokar;1971;297-3-0702-4356-8;64.23;1
La progéniture du mal;Remy Tom;2007;739-8-2834-3531-0;76.22;2
Der arme Spielmann;Korbinian Blassneck;2001;185-4-4640-6302-6;63.85;1
L'Odyssée invisible;Victor Guyot;1964;475-3-8386-9744-6;50.87;6
Nectar in a Sieve;Miss Alanis Oberbrunner;1951;020-6-8592-7481-6;43.19;9
La Peau des savants;M. Laura Morel;1943;251-5-6445-2196-3;35.83;6
Der Besuch der alten Dame;Freiherrin Stefan von Jamrozy;2008;983-7-5614-0818-3;32.39;0
Pourquoi je mens ?;Tom Gautier;2009;298-9-2063-7043-5;80.41;7
Atemschaukel;Giuseppe von der Sutschet;1966;617-9-8351-8964-1;99.38;9
L'Odeur du sanglier;Thomas Rolland;1983;538-5-5760-5096-4;38.08;8
The Yellow Meads of Asphodel;Dr. Mason Wisoky;2018;860-6-5180-3699-0;00.52;1
Le Désir des femmes fortes;Gabriel Aubry;2009;962-6-4404-6361-5;48.64;8
Lerne lachen ohne zu weinen;Freiherr Mette vom Knippel;2018;980-2-0063-3491-3;76.79;8
Le Désir des femmes fortes;Laura Legrand;2014;235-2-8841-3748-0;31.19;7
Die Verwandlung/Erstes Leid;Anton Nitzsche;2015;287-5-8883-9478-2;22.71;4
La Peau des savants;Louna Gauthier;2002;613-1-8173-1156-9;24.99;0
To Say Nothing of the Dog;Wyatt Gleason Jr.;2004;074-8-8444-4386-8;46.14;1
La Peau des savants;Lucie Brunet;2006;568-6-6122-1763-2;90.29;3
Emilia Galotti;Nika Baganz;2003;198-8-5566-6770-3;89.75;6
Pourquoi je mens ?;Mlle Ines Olivier;1951;023-3-1325-2105-3;30.69;5
Der (kleine) Schatz im Kugelbauch;Abby Helpling;1984;743-7-5310-2850-8;85.73;9
Le Couloir de tous les mépris;Carla Nguyen;2006;342-4-9488-5092-5;41.67;3
Fame Is the Spur;Sonia Aufderhar;1997;743-8-6960-9410-4;09.66;8
Le Siècle de la rue voisine;Antoine Lopez;2003;283-0-5109-4106-7;14.61;6
Frühlings Erwachen;Ilja Hingst;2006;444-2-4058-3200-9;11.50;8
Le Siècle de la rue voisine;Pierre Faure;2005;184-1-5456-4948-1;42.38;8
Unterhaltungen deutscher Ausgewanderten;Graf Kai Stanger;1942;889-0-6881-8385-4;50.21;0
L'Odeur du sanglier;Dr Charlotte Girard;2000;276-3-2071-2394-9;50.25;0
Blood's a Rover;Mr. Oran Sawayn;1944;646-0-2155-9422-0;80.64;1
Le Couloir de tous les mépris;Roussel Lucie;1944;976-0-7233-0561-9;90.39;1
Ansichten Eines Clowns;Dr. Arda Honz;2003;506-3-0715-2881-6;82.79;7
L'Odeur du sanglier;Mme Justine Breton;2001;315-7-0040-8424-3;21.85;0
Wilhelm Tell;Lilith Löwa;2019;672-6-1470-0799-9;32.21;7
L'Odeur du sanglier;M. Ambre Paris;2017;371-1-4572-0132-9;86.33;1
Oh! To be in England;Dr. Elyse Hyatt;1970;973-8-7199-6068-7;13.80;5
Le Siècle de la rue voisine;Leroy Océane;1943;725-7-2806-8052-6;70.83;0
Romulus der Große;Marlena Mathiszik;1990;800-5-9349-1824-4;74.63;8
La Peau des savants;Axel Renault;1984;509-5-4153-6338-6;49.71;6
Die unendliche Geschichte;Celia Dragu;2007;968-7-0850-6229-7;59.01;3
La Promise du voyeur;Jade Roger;2010;575-6-0248-2105-5;71.73;1
I Will Fear No Evil;Arlene Maggio;1950;737-0-9573-0260-6;63.08;4
Le Couloir de tous les mépris;Meyer Tom;1941;951-0-2378-0727-8;66.87;4
Schachnovelle;Jaron von der Kettenis;2012;874-9-4036-1662-4;16.69;3
La Peau des savants;Dr Lilou Richard;1970;170-8-3444-5655-7;52.75;8
Faust, Part I;Enna Spinner;2011;939-4-1736-5280-3;87.78;5
Le Couloir de tous les mépris;Gabriel Martinez;2015;804-8-9732-8021-6;94.24;0
Gone with the Wind;Ms. Stefan Dooley;2016;738-8-2115-0624-7;69.04;6
La Peau des savants;Mlle Clémence Prevost;1964;911-6-4041-0692-4;03.81;1
Der Augenblick der Liebe;Baronin Stefan Golling;1961;843-6-5403-9423-6;17.71;3
La Soumission comme passion;Roux Yanis;2000;859-9-6681-7071-8;88.46;2
Die Lehre der Sainte-Victoire;Graf Arno von Harnapp;1943;604-7-0489-7152-7;89.21;0
La Promise du voyeur;Lefebvre Léa;1950;863-2-9987-0257-7;21.24;0
The Needle's Eye;Marcellus Daniel;2003;227-0-4814-1058-4;02.66;8
Le Siècle de la rue voisine;Mlle Zoe Guyot;1965;075-8-3979-7847-8;49.65;9
Andorra;Oliver Nolte;1969;279-5-2402-3290-7;65.36;5
La Promise du voyeur;Camille Blanchard;1981;608-0-7756-0271-5;66.71;3
