title;author;publicationyear;isbn;europrice;stock
Tiger! Tiger!;Dane Ledner;1958;987-3-0968-7492-4;05.88;9
Le Couloir de tous les mépris;Prof Pauline Julien;2009;396-2-9679-1489-7;74.93;9
Jahrestage;Jayden Kerl;1981;788-9-5321-8346-4;21.66;8
L'Odeur du sanglier;Julien Guyot;2006;076-5-1779-6692-0;90.62;3
Der eiserne Gustav;Baron Alma Simon;1969;408-8-2125-2830-3;81.42;8
La Peau des savants;Dupuy Nicolas;2000;802-8-3113-8801-4;60.39;3
The Waste Land;Ms. Saige Auer;1946;637-8-9963-7767-4;85.19;0
La Peau des savants;Mael Marie;2007;089-9-4328-2228-2;45.05;7
Der Stechlin;Dr. Lisann Börgeling;2001;155-8-5024-1018-3;83.40;0
La Soumission comme passion;David Julie;1977;339-3-4299-4685-1;81.55;2
Im Westen nichts Neues;Joy Gutjahr;2008;260-0-4408-0756-3;88.79;1
La Peau des savants;Victor Lopez;1957;560-6-5781-2523-4;87.48;5
The Mermaids Singing;Ms. Jeffry Beier;2017;333-9-5338-9752-8;36.82;3
L'Odeur du sanglier;Dr Louis Morin;1984;192-9-1661-7495-2;48.11;5
Die Räuber;Bilal Poehn;1972;642-0-2380-0438-2;44.54;7
La progéniture du mal;M. Lola Nguyen;2005;040-6-2665-4696-8;23.66;0
Atemschaukel;Fr. Elli Gebhardt;2007;083-5-7038-5265-9;65.94;2
L'Odyssée invisible;Dr Jules Fernandez;1999;857-1-3140-5329-0;42.55;5
The Daffodil Sky;Rupert Parker;2003;655-3-9945-9445-5;65.45;0
L'Odyssée invisible;Brunet Zoe;1981;828-3-7192-0101-7;32.92;7
Der Sandmann;Filip Schindzielorz;1996;163-5-1325-4404-2;03.60;6
Le Couloir de tous les mépris;Benjamin Perrot;1986;523-7-9630-8310-7;25.82;6
Die unendliche Geschichte;Freiherrin Jayson Friedmann;2005;619-9-6762-2610-7;41.54;0
La progéniture du mal;Alexis Fabre;2011;172-1-5677-7987-0;04.66;4
No Longer at Ease;Iva Grant;2000;404-6-6672-6006-3;10.91;9
Le Couloir de tous les mépris;Dr Mattéo Charles;2015;235-8-2489-3912-6;39.32;2
Andorra;Liana zu Schniedermeier;1952;233-8-7783-5200-9;08.33;0
Le Désir des femmes fortes;Dupont Zoe;2004;775-7-8328-4662-5;38.35;5
Maria Magdalene;Nike von Pietsch;2003;109-2-0396-8614-2;61.93;5
La Discipline des orphelins;Moreau Sarah;1970;193-1-5489-1012-3;62.78;6
Ring of Bright Water;Esmeralda Halvorson;1969;179-2-4482-8317-5;09.04;9
Le Couloir de tous les mépris;Lilou Fabre;2004;042-9-9025-1498-8;37.27;1
Der Vulkan;Selina Mensing;1979;906-4-4291-0891-7;98.03;7
La Discipline des orphelins;Riviere Ines;1969;844-3-0145-1020-9;81.96;3
Sansibar oder der letzte Grund;Graf Jayden zu Sack;2019;808-8-0493-0810-6;99.40;9
Le Désir des femmes fortes;Baptiste Laurent;2011;667-1-2485-6518-3;63.09;6
Noli Me Tangere;Miss Caterina MacGyver;2007;634-0-7231-4234-2;32.92;1
La Promise du voyeur;Prof Hugo Garnier;2006;416-3-9598-8059-5;59.97;6
Über das Studium der griechischen Poesie;Celina Steinkamp;2004;624-8-5229-2647-2;54.46;6
Le Couloir de tous les mépris;Jade Fabre;2016;062-2-4245-7005-5;66.71;8
Minna von Barnhelm;Elif Gerson;1982;278-1-3693-8989-0;34.63;3
La progéniture du mal;Dumont Jade;1947;555-0-9661-0896-0;30.57;9
Let Us Now Praise Famous Men;Robin Murazik DVM;1974;564-1-0153-2143-8;47.97;2
La Soumission comme passion;Victor Mercier;2017;158-4-2110-2020-1;74.76;9
Traumnovelle/Die Braut;Linn von der Urbaniak;1999;848-5-5464-7756-5;05.05;6
Le Couloir de tous les mépris;Mlle Antoine Gautier;2007;800-2-0566-3288-0;88.25;9
Der Sandmann;Dr. Eveline Riepl;1992;658-3-6805-6794-3;53.54;6
La Discipline des orphelins;Sacha Guillot;2007;088-3-7952-4036-5;10.93;3
Consider the Lilies;Frank Hilll;2001;658-9-1257-9580-8;83.44;5
La Promise du voyeur;Evan Morel;1991;812-9-2211-1670-5;14.96;0
Die Leute von Seldwyla;Graf Liah vom Zipse;2009;722-0-2022-3893-0;75.69;1
Pourquoi je mens ?;Ines Fernandez;2004;235-3-8760-7344-7;24.45;3
Die Box;Caitlin Dreissigacker;1988;643-4-8272-1918-0;98.98;5
La Peau des savants;Laine Maëlle;1983;504-9-7290-9073-7;01.54;5
The Wealth of Nations;Brandi Gulgowski;2005;174-4-9316-6094-5;84.95;2
Pourquoi je mens ?;Dr Nicolas Remy;2010;090-9-6070-8616-1;92.52;0
Italienische Reise;Domenic Schönenberger;1980;845-3-4258-6428-6;00.78;5
Le Siècle de la rue voisine;Manon Picard;2004;161-0-0586-8316-9;45.13;8
Die Panne;Maike zu Ostendarp;2002;587-3-1359-3553-7;00.71;6
La Soumission comme passion;M. Juliette Michel;2007;970-4-4370-0646-4;04.16;8
The Lathe of Heaven;Miss Frederique Kuhn;1962;727-0-7824-7180-3;25.68;8
La progéniture du mal;Mathieu Evan;1968;830-7-9133-6302-0;81.25;3
Sterbender Cato;Freiherr Elijah Riermeier;2013;679-0-7002-8664-6;82.59;8
L'Odyssée invisible;Mme Lisa Hubert;1989;367-3-1609-6189-2;91.38;8
Der Hauptmann von Köpenick;Lana Eleyth;1941;473-3-1624-0654-2;78.57;8
La Discipline des orphelins;Romane Collet;2017;468-8-9978-5420-4;85.24;8
Stranger in a Strange Land;Rasheed Schimmel;1987;720-7-6153-4502-4;77.69;0
Le Siècle de la rue voisine;Mme Elisa Nguyen;2017;203-5-8225-2004-7;55.33;3
Die Aufzeichnungen des Malte Laurids Brigge;Lennart Humbert;2009;767-6-9902-3479-3;77.60;6
Le Siècle de la rue voisine;Charlotte Benoit;1971;131-4-3731-3115-9;79.98;6
Die verlorene Ehre der Katharina Blum;Hr. Louisa Steigauf;2002;044-1-8901-6888-7;15.88;7
La Soumission comme passion;Schmitt Pauline;1967;185-9-1375-2870-7;72.42;1
Of Mice and Men;Dr. Bertrand Sipes;1982;637-4-3495-2990-4;58.10;7
La Soumission comme passion;Mlle Alexis Cousin;1994;434-0-5485-7160-3;83.05;8
Der (kleine) Schatz im Kugelbauch;Freiherr Dario von der Frauendorf;1996;839-6-5984-2620-1;91.54;6
L'Odyssée invisible;Guillaume Valentin;2019;346-7-2312-2418-5;22.96;2
Italienische Reise;Prof. Mirko Jess;2000;338-0-8878-0620-7;24.79;2
La progéniture du mal;Lucie Roger;2017;141-1-2360-8696-3;47.23;1
Paths of Glory;Martina Johns;2003;975-1-7646-1204-5;83.85;2
Le Couloir de tous les mépris;Gauthier Charlotte;2009;352-2-8549-2466-0;59.87;7
Franziska Linkerhand;Jasmin Dietrich;2001;630-9-9558-9285-5;38.06;2
La Promise du voyeur;Schmitt Lou;1988;585-2-6355-0997-1;46.74;3
Das steinerne Herz;Hanna Koehler;1959;953-1-6903-5429-0;43.74;7
Le Désir des femmes fortes;Prof Kylian Masson;2009;911-0-1880-0138-9;62.01;8
Eyeless in Gaza;Ruthe Hayes;1955;123-4-3211-9738-0;62.71;3
Pourquoi je mens ?;M. Elisa Duval;1941;903-0-6315-3011-6;32.53;4
Sansibar oder der letzte Grund;Alissa Grossheim;2000;058-1-9147-1838-2;84.02;0
La Peau des savants;Raphaël Pierre;2014;847-7-2395-2031-3;65.61;4
Der Tod in Venedig und andere Erzählungen;Ann zu Wölpert;2008;681-4-9392-0316-0;26.05;2
La Soumission comme passion;Perez Justine;1983;302-1-0414-9162-1;59.32;5
The Moving Finger;Dr. Henri Larson;2017;244-9-6616-3363-6;70.43;4
Le Désir des femmes fortes;Louise Renault;1999;992-8-0324-6762-8;00.69;8
Ansichten Eines Clowns;Prof. Dr. Dr. Ann Günz;1989;588-7-0287-8108-8;96.46;4
Le Siècle de la rue voisine;Arthur Renaud;1959;821-3-5406-7785-8;19.51;7
Götz von Berlichingen;Prof. Dr. Dr. Kai Saile;1940;380-4-2566-0961-4;28.81;2
La Discipline des orphelins;Paul Gautier;1984;926-9-3866-9520-2;08.34;7
That Good Night;Ava Considine MD;2017;615-5-5341-4471-8;18.08;1
Le Couloir de tous les mépris;Leroy Océane;2003;971-4-3997-4079-0;30.84;9
Der Sandmann;Graf Gustav Bauschinger;1947;500-1-6818-8724-8;77.42;9
L'Odeur du sanglier;Aubert Anaïs;1968;225-8-4516-9964-3;44.60;7
Der Spaziergang;Graf Nike vom Rittweg;2013;605-3-5746-4427-2;60.52;4
Pourquoi je mens ?;Dr Léa Olivier;1974;537-3-3068-9197-2;33.85;5
Noli Me Tangere;Miss Joey Witting;2018;820-0-7551-1745-9;09.99;2
La Discipline des orphelins;M. Sarah Deschamps;2018;280-4-4523-3433-4;02.39;1
Panter, Tiger & Co.;Prof. Dr. Dr. Lenny Gastel;1974;566-4-8291-1668-4;03.25;0
La Peau des savants;Benjamin Bertrand;1966;612-3-0308-2397-8;95.79;0
Der zerbrochene Krug;Tessa Nastvogel;2001;197-5-2155-2397-9;21.29;4
L'Odeur du sanglier;Bonnet Maeva;1991;558-5-2210-0517-9;37.46;9
An Acceptable Time;Sandy Mertz;2004;165-6-7501-4746-0;99.98;7
Le Couloir de tous les mépris;Adam Nicolas;2004;271-0-6296-2952-3;73.16;5
Der Goldene Topf;Hagen Raukuc;1978;842-5-9570-4365-3;56.39;5
Pourquoi je mens ?;Mlle Ines Gautier;2010;125-6-7223-1091-8;41.02;2
Der Untertan;Graf Fatima Sihler;2019;367-9-5212-4878-0;78.04;9
La Soumission comme passion;M. Ethan Fleury;1986;762-4-8811-7836-3;04.27;8
The Widening Gyre;Selena Padberg;2015;837-2-9880-8251-6;45.87;6
L'Odyssée invisible;Yanis Blanchard;1981;214-1-0748-1622-7;33.01;8
Bekenntnisse des Hochstaplers Felix Krull;Gregor Hackbusch;1945;562-2-9268-1687-4;97.68;1
La Promise du voyeur;Dr Mathilde Laine;2004;764-8-2784-1868-6;06.90;1
Die Welt als Wille & Wahn;Janne Adams;2001;172-5-0770-4688-3;33.98;1
La Soumission comme passion;Fleury Rayan;2019;937-0-6331-6141-2;16.36;8
Infinite Jest;Berniece Weber;2008;969-8-7383-3084-7;93.34;4
La progéniture du mal;M. Clémence Colin;1981;227-5-3529-1974-6;88.11;1
Der zerbrochene Krug;Malik zu Osei;1998;206-6-7028-2391-2;08.67;1
Le Désir des femmes fortes;Antoine Joly;1962;453-2-4065-7455-6;22.83;8
Heidi;Odin Weyel;1993;116-4-1361-1555-6;32.18;3
La Soumission comme passion;Olivier Valentin;1956;804-9-4506-0488-0;93.88;5
Clouds of Witness;Benedict O'Conner;2009;609-2-7399-6644-0;74.81;8
L'Odyssée invisible;M. Océane Vidal;1991;288-8-9268-7557-9;99.01;5
Damals war es Friedrich;Charlie Schmidtchen;2018;729-9-3074-0582-1;70.14;5
La Soumission comme passion;Louna Perrot;1944;849-3-4096-1348-2;31.63;2
Götz von Berlichingen;Heidi Frahmeke;1965;230-8-4991-3902-9;24.14;0
Le Siècle de la rue voisine;Mme Jade Vasseur;1950;657-8-6285-4206-8;00.02;3
Behold the Man;Joey Huels;2016;987-1-8361-6350-8;05.40;3
Le Désir des femmes fortes;Mlle Adam David;2001;370-5-2581-7661-9;72.16;7
Berlin Alexanderplatz;Olivia Leitheim;1950;936-5-4005-8145-1;19.31;8
La Discipline des orphelins;Mme Mael Faure;2001;104-3-6759-0673-2;10.57;6
Der Besuch der alten Dame;Gräfin Fatma von Merkel;2006;302-9-2747-3846-9;87.91;4
Le Couloir de tous les mépris;Meyer Mathis;2004;814-5-7513-7269-9;53.60;7
This Lime Tree Bower;Ms. Monroe Bauch;2007;309-1-2789-8056-4;35.08;0
Pourquoi je mens ?;Yanis Menard;1986;523-1-8817-7029-3;22.30;7
Der Brief des Lord Chandos;Emre Krueger;2002;607-8-9215-8580-8;33.67;8
La progéniture du mal;Prof Lina Prevost;1972;086-3-0639-4558-8;26.47;2
Unterhaltungen deutscher Ausgewanderten;Asya Metzner;2016;071-4-4951-0986-5;14.42;3
La Discipline des orphelins;Lilou Leroy;1969;923-8-7379-3326-9;77.71;9
For Whom the Bell Tolls;Miss Micaela Hand;2008;410-5-1995-6805-6;37.89;1
La Soumission comme passion;Clément Sanchez;2012;928-8-5941-8519-7;55.70;8
Jahrestage;Sena Schüppel;1954;531-3-6772-1513-8;73.94;3
La Peau des savants;Mme Lola Barre;1945;569-6-9286-6834-3;10.77;5
Siddhartha;Mona vom Loy;2008;613-3-9335-4138-6;54.97;7
La progéniture du mal;Mlle Carla Breton;2010;909-4-7158-7269-9;53.24;8
A Confederacy of Dunces;Elmer Ullrich;2003;754-1-3209-3684-2;33.04;6
Le Siècle de la rue voisine;Valentin Robin;1963;101-2-9940-4712-3;94.10;9
Der Stechlin;Gräfin Paul vom Schaefer;1979;280-8-9573-2826-2;85.58;5
Pourquoi je mens ?;Célia Roche;2002;258-8-8403-4095-5;89.06;3
Der Hauptmann von Köpenick;Freiherrin Luka Wittich;1995;196-2-0455-1257-0;09.35;2
La Peau des savants;Mlle Ines Barre;2018;221-3-9007-1326-3;05.86;3
In Death Ground;Chandler Emard Sr.;1980;364-2-6796-6985-2;65.76;9
La Soumission comme passion;Leroy Chloé;2018;432-9-9966-6344-6;42.18;9
Der Richter und sein Henker;Rosalie Weimer;2003;735-0-3522-5628-5;15.36;2
La Peau des savants;Evan Richard;1993;535-6-6330-9604-0;06.52;4
Mario und der Zauberer;Dr. Carlo Jonas;1999;053-6-2373-8914-1;69.77;3
L'Odeur du sanglier;Dubois Axel;1967;006-6-4598-2320-2;45.78;5
A Darkling Plain;Keyon Raynor;1967;521-8-6359-8677-7;04.31;2
Pourquoi je mens ?;Noah Marchal;1943;764-5-3098-8804-7;20.34;5
Unterm Rad;Bennet Weller;1995;398-2-9729-2777-7;67.90;2
La Peau des savants;Antoine Le gall;1974;498-1-1756-7376-8;91.95;5
Sansibar oder der letzte Grund;Carolin Volker;1992;020-7-1098-7521-5;42.07;0
Le Désir des femmes fortes;Baptiste Andre;1996;028-4-3013-2865-5;54.63;7
Behold the Man;Dillon Cartwright;2009;493-0-2313-7972-6;35.75;3
La Discipline des orphelins;Dr Valentin Dubois;1961;294-5-7306-7758-2;04.57;0
Der gute Mensch von Sezuan;Alexa Lobinger;1980;479-7-1786-2841-5;69.38;5
Le Couloir de tous les mépris;Noah Colin;2008;037-2-6018-3591-0;31.11;3
Über das Studium der griechischen Poesie;Anny Ahrens;2016;547-7-6568-3173-7;08.56;6
La Discipline des orphelins;Benjamin Perrot;1993;632-9-5285-8282-9;08.70;1
The Waste Land;Miss Loy Mante;1989;706-0-8607-9304-3;81.60;0
La progéniture du mal;Romain Fleury;2008;367-5-4299-7348-7;18.09;8
Gehirne;Freiherr Hennes zu Rödiger;1972;792-9-8426-2408-7;82.06;7
Le Couloir de tous les mépris;Mme Louis Martinez;1982;546-7-0443-6407-3;19.06;7
Reigen;Freiherrin Allegra zu Tietze;1989;190-0-9082-9313-6;12.50;7
La Soumission comme passion;Leroy Lucas;1950;612-6-3531-4709-1;21.38;5
The Glory and the Dream;Richard Robel;1969;540-4-5197-7950-3;25.28;4
La Soumission comme passion;Paul Arnaud;1997;166-0-7053-9411-5;65.27;2
Der Spaziergang;Brigitte Winter;2015;046-2-3023-2703-7;91.46;9
L'Odyssée invisible;Perrot Zoe;1970;449-3-2488-7623-2;03.57;8
Die Physiker;Annemarie Huckestein;1958;645-8-7745-6123-9;76.19;1
La progéniture du mal;Maeva Louis;1957;900-5-5461-9134-4;18.75;6
The Millstone;Dr. Keyshawn Bahringer;1993;350-1-2586-8006-7;92.45;4
Le Siècle de la rue voisine;Jeanne David;1980;480-6-2011-1990-5;72.60;8
Die Weber;Emil zu Zwiener;2002;894-1-6591-0427-4;14.50;0
Le Désir des femmes fortes;Dr Célia Lefebvre;1966;651-3-8029-9062-3;08.41;1
Ganz unten;Katarina Storp;1984;552-2-3814-8106-2;96.82;1
La progéniture du mal;Léo Leroy;1947;207-5-1010-0925-5;79.73;3
Recalled to Life;Bernice Feil;1999;699-5-8714-2827-3;03.55;3
L'Odeur du sanglier;Alexis Marchal;2004;579-0-2235-7428-9;66.93;4
Mephisto;Alan von Wyludda;2000;031-9-0336-3419-2;52.00;4
L'Odeur du sanglier;Prof Eva Picard;1996;940-8-1964-8307-2;93.82;1
Der Spaziergang;Adriana Kühnert;1977;938-3-7143-2191-7;20.42;1
La Promise du voyeur;Romain Pons;2009;384-8-0842-7605-8;33.83;0
The Line of Beauty;Johnathon Stoltenberg;2018;355-2-4237-4980-0;24.69;2
Pourquoi je mens ?;Dupuy Raphaël;2002;004-5-2741-6876-5;50.37;2
Götz von Berlichingen;Joey Hannecker;1986;568-7-6037-4356-5;07.42;7
La Discipline des orphelins;Roger Maëlys;1957;685-4-5519-8127-3;33.96;4
Wer einmal aus dem Blechnapf frisst;Gräfin Greta Horn;2014;133-2-7813-8976-8;21.49;1
La Discipline des orphelins;Alexandre Julien;2009;868-4-9625-1500-0;55.84;4
Death Be Not Proud;Alanis Mohr II;1995;026-4-1784-0699-5;91.06;6
La Discipline des orphelins;Roussel Lucie;1961;595-9-5176-9191-2;16.99;9
Frühlings Erwachen;Lynn Christ;1967;914-0-5146-4562-0;88.78;8
Le Couloir de tous les mépris;Mlle Benjamin Lefebvre;2017;416-8-1980-1845-6;35.85;5
Heinrich von Ofterdingen;Baronin Malik zu Ertl;1986;252-6-5193-6235-9;64.36;4
Le Siècle de la rue voisine;Nicolas Lou;2010;634-9-4754-9154-0;72.53;0
Surprised by Joy;Clemmie Friesen;2019;007-3-6048-8548-3;04.59;8
La Peau des savants;Mathilde Laurent;1973;571-8-3952-9301-9;16.58;0
Bekenntnisse des Hochstaplers Felix Krull;Marius Schulte;2011;391-0-7121-2910-6;54.34;7
Le Couloir de tous les mépris;Lucie Lopez;1961;973-1-3110-2099-5;88.75;1
Miss Sara Sampson;Yven Gast;2005;435-7-5869-5878-2;49.56;2
La Discipline des orphelins;Romain Nicolas;2019;544-9-7565-3767-3;35.18;5
Dying of the Light;Rhiannon Marquardt;2013;931-0-7890-8375-9;20.41;4
La Peau des savants;Brunet Louna;2008;686-0-9733-6106-7;83.59;0
Paare, Passanten;Dr. Fabian Kurrat;2017;977-4-9684-7525-7;58.10;7
L'Odeur du sanglier;Prof Mathilde Vasseur;1987;211-9-8639-7640-2;39.46;1
Der Richter und sein Henker;Dario Engelen;2000;065-9-9077-7711-7;45.53;7
L'Odeur du sanglier;Marie Poirier;1950;518-7-9117-9444-1;49.78;5
The Way Through the Woods;Desiree Jacobi;2015;727-0-2832-5165-5;86.59;8
L'Odeur du sanglier;Mme Alicia Hubert;2004;629-8-1202-9778-4;49.93;3
Das kalte Herz;Dipl.-Ing. Franka Beyer;2002;864-3-9111-9641-6;91.14;5
Pourquoi je mens ?;M. Jeanne Legrand;1974;391-3-8051-3080-9;53.38;4
Sterbender Cato;Freiherr Joanna vom Jellinghaus;2006;247-7-7586-4005-4;41.39;9
Le Siècle de la rue voisine;Mlle Chloé Dupuy;2017;627-4-5318-2448-3;92.93;9
Carrion Comfort;Casandra Lakin;2002;154-5-4281-7582-4;88.31;0
La progéniture du mal;Zoe Charles;2013;803-2-2598-1643-8;79.96;8
Der Ausflug der toten Mädchen;Tina Karsten;1993;143-2-1965-4312-2;93.71;3
La Soumission comme passion;Bourgeois Ines;1979;917-7-9650-6944-7;52.67;1
Atemschaukel;Flora Steinert;2012;424-0-9361-7364-2;85.48;4
Le Couloir de tous les mépris;Mme Mathis Dumont;1984;320-5-3678-4184-3;97.42;6
The Road Less Traveled;Mr. Otis Gislason;2010;416-6-1250-9620-9;34.54;4
La progéniture du mal;Dr Lena Legrand;1973;100-1-4042-5186-9;97.80;0
Sterbender Cato;Prof. Dr. Liam Mockenhaupt;2003;469-5-0491-0881-1;24.76;7
La Discipline des orphelins;Baptiste Noel;2014;159-8-3284-8586-0;19.94;7
Maria Magdalene;Baronin Giuseppe vom Löwa;1940;935-5-8006-2648-3;06.70;3
L'Odeur du sanglier;Maëlle Andre;2002;701-5-5874-2701-5;81.94;1
A Summer Bird-Cage;Jeramie Ledner;2012;124-2-8033-9747-7;68.84;4
La Discipline des orphelins;Célia Laine;2013;622-0-4784-2924-3;89.16;2
Der Goldene Topf;Jette Mintzlaff;2000;123-9-0889-2919-7;12.73;8
La Discipline des orphelins;Dr Manon Lopez;2016;795-8-7369-1420-4;84.74;6
Schachnovelle;Prof. Dr. Steffen Peters;1942;779-1-9319-6766-5;08.69;6
La Soumission comme passion;Jean Louis;1995;767-4-5544-1153-4;93.68;8
The Doors of Perception;Wilfrid Zemlak;1989;669-4-4862-6179-7;81.05;2
Le Désir des femmes fortes;Mael Bourgeois;2018;598-1-7797-0797-9;95.59;1
Lieutenant Gustl;Adriano Koehl;1992;675-5-0924-8165-6;76.62;1
La Promise du voyeur;Dr Maëlle Thomas;1953;011-5-3201-7336-6;31.32;6
Helden wie wir;Charlotta Kampschulte;2018;976-2-5814-0236-6;60.81;8
Le Siècle de la rue voisine;Mlle Louise Riviere;2014;196-6-0002-0530-1;59.74;8
Frequent Hearses;Kale Willms;1951;464-8-8336-7863-3;20.75;2
La Soumission comme passion;Prof Ethan Fournier;2003;328-9-1393-5026-7;20.44;6
Der Augenblick der Liebe;Jona von der Lenk;1955;289-4-5126-1921-3;12.01;7
La Soumission comme passion;Mme Jeanne Boyer;2010;976-1-5592-4812-3;29.70;0
Ein fliehendes Pferd;Nelly vom Neurohr;2005;347-1-2169-0437-4;93.23;2
L'Odeur du sanglier;M. Yanis Sanchez;1944;953-5-3659-8043-7;75.91;8
A Glass of Blessings;Emmitt Welch V;1970;278-2-9243-4228-9;07.41;6
La Discipline des orphelins;Lola Rousseau;2011;730-4-4493-9154-3;74.13;1
Paare, Passanten;Cedrik Kahlmeyer;1952;636-5-5817-4950-7;99.48;4
Pourquoi je mens ?;Romain Dufour;1984;218-0-7423-2853-7;59.03;5
Faserland;Fiete vom Tittman;1993;244-9-0213-0096-3;72.24;5
La Peau des savants;Pons Ines;1985;710-8-2232-6076-8;81.16;7
Jacob Have I Loved;Tommie Langworth;2004;884-2-8346-4843-7;90.57;3
Le Désir des femmes fortes;Guerin Laura;1947;427-9-1217-8712-3;44.09;5
Helden wie wir;Fr. Catrin Kolokas;1997;311-9-4791-0643-9;45.27;9
La progéniture du mal;Victor Prevost;1943;200-7-6369-6051-3;21.52;0
Jakob der Lügner;Gräfin Arian Hirsch;2012;482-0-4440-7270-9;75.33;4
L'Odeur du sanglier;Dr Romain Lemoine;2007;608-4-1327-9620-6;17.84;7
The Soldier's Art;Arjun Gottlieb;1953;411-8-7779-3813-0;57.06;4
La Peau des savants;Clémence Guerin;1943;747-5-0780-1257-1;76.13;3
Das Parfum;Freiherrin Ahmet Muckenthaler;1979;848-1-0054-6518-7;00.78;3
L'Odyssée invisible;Dubois Clémence;2018;861-7-3494-5075-8;22.60;7
Cleopatra;Fatma vom Bräutigam;1947;015-1-8499-0369-3;02.41;8
Le Couloir de tous les mépris;Mlle Romain Denis;2019;351-7-7924-8595-1;94.40;2
For Whom the Bell Tolls;Claudia Windler V;1950;120-4-5126-8727-6;69.97;1
La progéniture du mal;Mlle Sarah Thomas;2005;872-1-7238-9829-5;15.87;7
Die Dreigroschenoper;René vom Schumacher;1947;109-4-0633-2806-1;21.58;9
La Peau des savants;Maxence Fernandez;2010;076-0-3538-8388-8;26.48;8
Emilia Galotti;Graf Isa Keutel;2000;699-3-8400-7843-9;63.71;4
Le Désir des femmes fortes;Schneider Paul;1961;937-9-7889-5174-4;25.36;4
Such, Such Were the Joys;Bret Fisher DDS;2014;604-0-9730-2183-7;54.94;3
La progéniture du mal;M. Louis Renard;2007;943-9-0591-8852-7;48.70;3
Das Boot;Tino vom Fenner;1985;379-3-5528-4042-8;96.43;1
Le Couloir de tous les mépris;Vidal Laura;2013;961-0-1567-7149-0;10.61;6
Götz von Berlichingen;Alice Bultmann;1940;743-9-1077-2770-6;16.23;6
Le Désir des femmes fortes;Dr Adam Royer;1986;562-6-9534-5294-1;75.11;9
O Jerusalem!;Margaret Mayert PhD;2001;233-5-3648-0456-3;10.51;1
Pourquoi je mens ?;Leclerc Léa;1956;859-1-4011-2665-5;62.81;8
Dantons Tod;Vin von der Schniedermeier;2007;084-2-8866-1820-7;86.66;2
L'Odeur du sanglier;Benjamin Baron;1965;445-5-8555-8946-9;36.33;1
Der Vorleser;Fr. Jannik Mielke;2012;999-4-8263-0263-1;61.53;8
Pourquoi je mens ?;Prof Nathan Jacquet;2000;966-3-0673-5426-2;29.52;6
The Wings of the Dove;Ms. Idella Vandervort;2017;741-9-2859-2181-6;89.91;4
Le Couloir de tous les mépris;Julie Fournier;2003;887-4-8767-8659-2;52.87;8
Es geschah im Nachbarhaus;Freiherr Sude Berner;2004;165-0-4654-0582-7;77.37;1
La Promise du voyeur;Mme Léa Andre;1972;125-3-3796-7178-9;77.94;3
Mario und der Zauberer;Malik Trampeli;2016;554-9-1058-2811-2;62.56;5
L'Odyssée invisible;Aubert Romane;2005;243-3-4923-4523-9;52.51;9
I Will Fear No Evil;Dorthy Lockman;2005;877-1-4809-9858-1;81.51;3
L'Odeur du sanglier;Mlle Théo Prevost;1940;525-7-6992-9957-7;96.72;6
Der Mann ohne Eigenschaften;Fr. Larissa Mauroff;1947;536-4-4296-9404-2;98.48;5
La progéniture du mal;Emilie Barbier;1988;073-6-8736-0870-5;88.44;3
Nathan der Weise;Elaine Kahlert;1995;747-4-2788-7245-9;71.85;0
L'Odeur du sanglier;Lambert Lola;1950;907-4-5350-6080-6;15.06;9
Arms and the Man;Caden Kihn;2016;485-3-9612-4245-9;13.80;6
Le Siècle de la rue voisine;M. Juliette Laurent;1969;009-1-0090-9585-8;06.55;2
Berlin Alexanderplatz;Ivan Knorscheidt;1961;438-4-2585-8424-6;70.09;6
La Peau des savants;Baron Maëlle;2004;348-6-5685-0600-1;78.08;6
Homo faber;Gräfin Larissa Scheurer;1946;926-5-7257-1075-8;80.21;7
La progéniture du mal;Noémie Michel;1979;434-9-7796-4989-6;33.20;5
If Not Now, When?;Daphne Jakubowski;1956;443-0-7900-5107-9;79.46;0
L'Odyssée invisible;Dr Victor Vasseur;2003;018-8-5960-6865-9;21.15;5
Heidi;Constantin Boyde;2010;759-8-7616-2279-0;20.76;6
La Peau des savants;M. Clémence Vasseur;1988;964-7-7779-9200-4;69.12;5
Die Räuber;Freiherrin Maren Keiner;1977;337-2-8295-3916-5;77.18;5
La Promise du voyeur;Maëlle Leroux;1990;660-3-2413-8695-9;93.79;9
The Way of All Flesh;Ludwig Waelchi;2017;325-4-7939-0451-1;41.93;7
La Promise du voyeur;Alexandre Marchand;2012;719-3-8228-8478-9;50.56;4
Gehirne;Mirko Hommel;2010;821-6-8216-3953-5;43.84;9
L'Odeur du sanglier;Enzo Henry;1997;558-4-4649-2611-3;82.66;3
Minna von Barnhelm;Maik Molzan;1984;788-5-3247-1328-0;13.78;4
La Discipline des orphelins;Marie Muller;2009;068-2-7669-9117-5;90.58;7
Stranger in a Strange Land;Gloria Reichel;1996;682-6-8936-2831-8;84.35;5
La Soumission comme passion;Léo Francois;2010;568-0-4514-4672-6;07.39;5
Andorra;Gino Derr;2001;939-2-4653-9601-8;83.21;6
La Discipline des orphelins;Durand Alexandre;2005;799-6-3938-0091-3;40.05;8
Billiard um halbzehn;Sarah Byrd;1975;777-6-3766-5040-3;65.41;7
Le Couloir de tous les mépris;Dr Clément Dupuis;2015;695-7-7131-6604-7;48.33;7
Nectar in a Sieve;Colt Kuhlman;1947;815-6-7200-0782-5;86.30;5
