title;author;publicationyear;isbn;europrice;stock
No Country for Old Men;Misty Yundt;2014;081-2-9074-1226-4;92.87;7
La Soumission comme passion;Lefebvre Maëlle;2007;080-7-6607-0611-2;42.32;9
Das Schiff Esperanza;Prof. Dr. Dr. Mona Schieskow;1998;809-4-8288-0127-6;80.88;3
La Peau des savants;Julie Riviere;2009;289-9-2077-8388-3;61.49;5
Die Aufzeichnungen des Malte Laurids Brigge;Gräfin Dennis zu Thimm;2001;436-8-6134-4030-3;56.56;6
La progéniture du mal;Perez Louis;1982;698-1-2115-4116-7;12.92;7
The Parliament of Man;Owen Zulauf;2006;983-6-6353-5576-8;26.99;0
La progéniture du mal;Colin Noa;1983;823-4-3293-0049-5;84.97;7
Vor Sonnenaufgang;Sidney Kleinsteuber;2015;750-5-5799-2894-9;17.61;5
La Discipline des orphelins;Renard Alexandre;1971;878-0-7369-9547-1;40.77;4
Lerne lachen ohne zu weinen;Leonard Frahmeke;1972;603-3-0728-4093-8;03.71;5
Le Siècle de la rue voisine;Lambert Evan;1943;007-9-2071-4776-8;11.95;9
Of Mice and Men;Anderson Wiegand;2010;355-2-7106-4840-6;46.63;8
La progéniture du mal;Blanc Alice;2013;862-4-4081-6680-7;10.54;7
Der Besuch der alten Dame;Raik Sagonas;1971;358-8-4130-3029-5;84.59;3
La Peau des savants;Dr Mathéo Arnaud;2001;361-2-0557-5290-1;74.88;9
Die Buddenbrooks;Mick Lammert;1989;897-7-3196-7357-2;99.02;2
L'Odyssée invisible;Mattéo Le roux;2006;404-8-5747-3354-1;29.24;0
Things Fall Apart;Marietta O'Reilly;2008;429-0-9761-3228-4;05.84;3
La progéniture du mal;Mme Clara Huet;1957;940-7-8263-4536-5;85.07;4
Die Lehre der Sainte-Victoire;Katja Leo;2006;960-9-5036-1871-7;54.97;9
La Promise du voyeur;Lefebvre Enzo;1981;402-4-5421-8077-7;97.46;2
Siddhartha;Mirja von der Bouschen;1994;592-5-3744-3843-7;97.97;2
La Discipline des orphelins;Lina Carre;1990;653-3-5990-7650-6;11.92;6
Alone on a Wide, Wide Sea;Ms. Pedro Ratke;1984;301-9-2152-7260-1;46.06;1
La Discipline des orphelins;Meyer Victor;1977;346-6-2613-3599-4;44.18;2
Im Krebsgang;Graf Laura zu Best;2013;563-7-6148-7268-4;52.26;7
La Peau des savants;Dr Julie Prevost;2019;707-3-3745-0891-2;42.19;6
Das kalte Herz;Hr. Leonard Sauerland;1997;450-5-1766-1334-0;17.66;5
La Promise du voyeur;Alice Boyer;2018;775-2-8360-3569-5;44.55;9
The Last Enemy;Mrs. Agustina Raynor;2006;048-1-3686-4041-3;79.53;5
Le Désir des femmes fortes;M. Adam Arnaud;2019;641-8-0840-9158-1;59.62;7
Paare, Passanten;Baron Chantal Schuhaj;2004;308-4-1664-4130-4;55.12;6
Le Désir des femmes fortes;Lisa Gonzalez;1963;098-4-2473-7880-0;36.44;8
Das Versprechen;Bilal Göhler;1981;895-6-2513-0365-9;48.19;2
Pourquoi je mens ?;M. Louna Lecomte;2003;339-6-3578-0261-2;91.75;8
The Moving Toyshop;Velma Lebsack;1981;094-3-3965-6315-4;05.51;0
La progéniture du mal;Riviere Noah;1972;116-4-5888-5350-0;48.67;0
Die Buddenbrooks;Evelina Lokar;2013;415-8-4180-1807-4;42.27;7
Le Siècle de la rue voisine;Mohamed Vincent;1952;702-9-6921-6443-7;49.34;8
Ende einer Dienstfahrt;Elijah Höft;1963;495-1-6363-6705-2;39.04;5
Pourquoi je mens ?;Dr Maxime Gaillard;2012;167-9-7423-8489-9;34.71;9
Far From the Madding Crowd;Daniela McDermott;2008;892-5-4828-1976-2;15.97;4
La Discipline des orphelins;Paul Morel;1940;328-0-8457-0819-7;82.89;5
Also sprach Zarathustra;Freiherrin Wiebke Benninger;1987;009-5-7645-3826-6;83.00;0
Pourquoi je mens ?;Dumont Mathéo;1970;366-8-3655-0406-0;02.70;1
Faserland;Hr. Ole Spahn;2004;892-4-2314-2985-2;35.53;9
La progéniture du mal;Victor Lemaire;1990;805-6-2318-3439-2;67.18;4
No Highway;Devyn Bins;1986;107-1-2542-1077-5;12.63;9
La Soumission comme passion;Antoine Paris;2000;711-4-7864-0626-3;27.28;5
Bekenntnisse des Hochstaplers Felix Krull;Lillian Konig;2015;522-6-9786-0408-6;58.38;0
La Soumission comme passion;Baptiste Leclercq;1964;605-4-0413-1740-9;28.76;4
Italienische Reise;Baronin Marlen vom Ringer;1951;658-1-7952-1624-8;02.77;3
La Peau des savants;Théo Guillot;2010;125-4-0492-4650-7;07.76;9
Antic Hay;Mrs. Harmony Mertz;2003;124-2-2334-4309-6;91.56;8
Le Désir des femmes fortes;Carre Gabriel;1973;050-4-2138-3505-6;40.50;2
Jakob der Lügner;Prof. Dr. Mariam Kaesmacher;2007;006-1-3712-8103-5;03.48;8
La Soumission comme passion;Mme Alexis Da silva;2017;875-3-0199-2103-1;59.82;9
Der arme Spielmann;Dorian Welz;1953;557-5-4501-6534-6;12.33;5
Le Siècle de la rue voisine;Giraud Mathéo;1983;493-4-5139-3367-4;63.21;7
It's a Battlefield;Rosanna Krajcik;2001;688-6-8625-2938-7;40.64;5
La Soumission comme passion;Guillaume Alice;2013;618-7-5578-3188-0;92.11;0
Don Karlos;Till Smieja;1989;939-7-6302-0719-1;71.12;6
Le Désir des femmes fortes;Louis Maeva;2014;559-7-3724-4415-9;70.91;0
Minna von Barnhelm;Jordan von Hartwig;1998;200-7-2241-6542-2;86.65;2
La Peau des savants;Célia Lecomte;1958;258-6-3272-5393-6;73.45;0
The Lathe of Heaven;Christiana Labadie;1965;754-9-1060-0772-8;51.44;4
Le Siècle de la rue voisine;Sanchez Noah;2017;789-5-5454-3427-2;04.33;2
Paare, Passanten;Delia Jonas;2009;253-9-7210-4932-1;43.98;9
La Peau des savants;Dr Alexandre Collet;2008;258-1-1889-8138-4;01.10;6
Das kalte Herz;Prof. Dr. Adelina Wilhelm;2006;594-7-2573-7453-7;75.73;6
La progéniture du mal;Dr Rayan Schneider;1974;822-9-8089-7266-3;03.20;9
Frequent Hearses;Merlin McKenzie;2007;198-8-8825-1204-3;69.35;1
L'Odyssée invisible;Mlle Axel Nguyen;1972;126-6-1419-0401-5;66.81;7
Helden wie wir;Graf Adrian Beele;2014;499-5-4115-1097-3;34.39;3
La Soumission comme passion;Masson Mathilde;2006;543-9-7454-3636-1;02.47;7
Gehirne;Gräfin Elena vom Hofmann;2001;564-8-3904-0034-6;78.10;1
La Peau des savants;Valentin Hubert;2008;423-2-2389-9313-5;79.77;8
Arms and the Man;Jerod Abbott;2010;079-9-7593-6206-8;18.30;9
Le Siècle de la rue voisine;Laine Axel;1948;228-1-5065-7589-6;71.84;1
Der geteilte Himmel;Berkay Poehn;1955;380-3-9303-7782-5;04.55;5
La Promise du voyeur;Louna Barre;2019;371-7-1364-3819-2;46.04;6
Der Vulkan;Freiherr Zara von der Kahl;1976;258-2-1150-0947-5;53.24;9
L'Odeur du sanglier;Nguyen Jade;2007;311-5-3395-7615-8;22.26;8
Down to a Sunless Sea;Jarrett Cartwright MD;1997;550-6-5611-1405-9;74.52;1
L'Odeur du sanglier;Thomas Renaud;1982;064-5-7386-5578-1;69.61;1
Der Brief des Lord Chandos;Baronin Ilyas Madetzky;2001;827-5-4915-1181-2;21.37;6
Le Couloir de tous les mépris;Mme Emilie Clement;1961;675-0-0985-4924-8;59.42;2
Katz und Maus;Tjark Sahner;2005;815-9-3236-9717-0;35.68;7
La progéniture du mal;Mme Ethan Collet;2012;262-3-6096-1152-1;23.76;5
Things Fall Apart;Leon Oberbrunner DVM;1963;492-1-1495-4855-5;65.09;6
La progéniture du mal;Perrot Noa;1997;352-8-0859-2714-6;90.07;4
Fabian;Kim Tafelmeier;1953;484-6-9750-6526-7;17.38;9
Le Désir des femmes fortes;Noémie Perez;2006;947-8-2054-9261-3;47.79;3
Berlin Alexanderplatz;Can Neubert;1940;492-1-7527-4113-3;53.71;4
La Promise du voyeur;Mlle Axel Bonnet;2006;341-2-9826-8236-0;00.75;1
The Wind's Twelve Quarters;Josefa Goldner;2001;437-3-1536-4332-3;30.02;0
La progéniture du mal;Ines Charles;2008;666-3-6206-3484-1;14.86;8
Maria Magdalene;Gräfin Arthur von Schindzielorz;2011;014-3-7481-6400-1;53.55;0
La Peau des savants;Rolland Justine;2005;501-1-0547-1783-7;34.23;4
Es geschah im Nachbarhaus;Leon Neumair;2017;774-0-8330-7817-7;07.87;2
Le Couloir de tous les mépris;Rolland Nathan;1998;513-4-2142-2343-7;02.95;7
Carrion Comfort;Mattie Pacocha;1940;672-2-4863-2680-7;86.64;5
L'Odyssée invisible;Fournier Kylian;1996;435-7-7520-3859-2;27.09;9
Der Stechlin;Baris von Hördt;1952;293-7-2228-6006-9;07.56;7
Pourquoi je mens ?;Petit Emilie;1978;931-6-8821-5557-0;68.88;9
Der Tor und der Tod;Dipl.-Ing. Jaron Stürmer;1990;742-8-3531-7906-6;97.01;1
Le Couloir de tous les mépris;Mme Rayan Marie;2019;942-7-3675-6952-0;62.61;4
Bury My Heart at Wounded Knee;Dr. Joaquin Mayert;1958;485-7-5738-1970-3;06.73;0
Le Désir des femmes fortes;Barre Paul;1977;880-1-9983-1784-1;14.64;8
Der geteilte Himmel;Freiherrin Furkan Lepthin;1946;436-3-8706-0306-3;38.74;3
La Soumission comme passion;Mme Lena Giraud;1956;129-8-4014-8859-4;41.18;2
Die Physiker;Gräfin Michel von der Hirt;1971;587-0-8837-9147-2;50.66;1
Le Siècle de la rue voisine;Benoit Kylian;1980;459-7-1774-0330-2;83.95;2
Some Buried Caesar;Turner Rutherford;2001;417-9-4373-0549-9;21.43;7
La progéniture du mal;Bertrand Alexandre;2000;050-6-3798-5957-6;38.54;5
Heidi;Freiherr Nora zu Wassiluk;1983;850-0-7688-5842-4;78.94;0
La Promise du voyeur;Bernard Louna;1986;914-2-7532-9952-8;13.65;9
Die Buddenbrooks;Gräfin Enrico Brehmer;1963;545-8-9668-6410-1;00.34;2
La progéniture du mal;Mathis Paris;1951;668-6-4493-4268-9;89.70;0
Consider Phlebas;Ms. Bart Harber;1976;034-2-8104-0326-1;18.50;4
La Promise du voyeur;Dr Lisa Roussel;2015;158-4-7378-4520-3;33.30;7
Vor Sonnenaufgang;Ilyas Pinnock;2016;116-9-7246-8855-8;05.61;9
La progéniture du mal;Dr Maeva Dupont;2017;382-9-4042-5654-0;98.20;8
Traumnovelle/Die Braut;Baronin Lennart vom Noack;2004;649-4-2375-2320-3;65.38;1
La progéniture du mal;Mlle Lucie Thomas;1999;153-7-6648-8141-4;11.05;2
The Widening Gyre;Hailie Heaney;1980;891-9-0959-2662-2;29.31;2
Le Désir des femmes fortes;Thomas Charles;1986;808-6-2484-9882-2;14.10;8
Paare, Passanten;Wibke von Köhler;1955;091-8-2070-7270-0;25.80;1
La Promise du voyeur;Robin Mattéo;2005;112-4-9388-5931-9;48.74;5
Im Krebsgang;Graf Lias von Polizzi;2013;740-4-0703-0070-4;46.97;0
L'Odeur du sanglier;Justine Blanchard;1983;937-6-0385-2109-7;54.41;8
Ego Dominus Tuus;Clair Glover Sr.;2004;255-9-2766-3042-0;19.32;5
L'Odyssée invisible;Mlle Jeanne Thomas;1971;959-9-7464-3706-0;73.91;0
Leben des Galilei;Baronin Alisha von der Busse;1986;331-0-5820-9575-5;44.31;1
La progéniture du mal;Raphaël Petit;2012;091-9-2455-3331-3;45.27;8
Sterbender Cato;Wibke vom Vangermain;2005;733-9-2649-3723-5;07.19;4
Le Désir des femmes fortes;Prof Gabriel Renault;2010;237-0-2883-1693-8;34.16;5
A Monstrous Regiment of Women;Dan DuBuque;2004;604-8-2400-4259-3;42.53;4
Le Couloir de tous les mépris;Mélissa Lefebvre;1997;657-7-2354-4373-0;04.65;2
Es geschah im Nachbarhaus;Felina Hellmann;1976;789-3-6551-6901-4;50.31;0
L'Odeur du sanglier;Roussel Alice;2014;333-9-7021-9728-8;67.65;0
Wilhelm Tell;Damian Lepthin;2017;450-5-5329-1295-2;75.67;1
La Discipline des orphelins;Mathéo Leclerc;1969;065-1-0406-5245-4;29.78;5
His Dark Materials;Dale Jones I;2019;521-8-8482-0980-5;55.93;9
La Discipline des orphelins;Pierre Bourgeois;1957;013-3-9523-3977-6;70.16;1
Götz von Berlichingen;Kay Steidl;2017;744-2-8952-9831-8;75.47;2
La Soumission comme passion;Louis Antoine;2007;349-6-6163-9861-3;15.36;6
Die Marquise von O...;Prof. Dr. Dr. Patrizia Wittich;1982;516-6-5009-8459-5;11.11;1
La Promise du voyeur;Moreau Rayan;1964;801-0-9939-5143-2;20.49;7
Waiting for the Barbarians;Zane Renner DDS;2006;543-8-6681-6924-4;63.66;3
La Discipline des orphelins;Mme Emilie Renaud;1972;989-1-0874-0034-8;86.08;5
Der Sandmann;Gräfin Keanu von Lepthin;2008;676-2-9736-1852-9;87.19;1
Le Désir des femmes fortes;Ethan Paris;1981;314-9-9551-3463-1;11.01;1
Haus ohne Hüter;Dr. Janne Faulhaber;1958;048-4-4110-7381-9;59.20;7
Pourquoi je mens ?;Mlle Juliette Giraud;1974;932-3-3493-2066-7;39.36;2
The Wind's Twelve Quarters;Ruth Robel;1956;417-5-1950-0365-4;27.54;3
Le Siècle de la rue voisine;Prof Ines Clement;2009;598-9-5658-1195-0;81.06;4
Romulus der Große;Enes Orthmann;2016;400-8-2415-8435-4;62.16;5
Pourquoi je mens ?;Sarah Fournier;2016;409-5-8715-8299-8;77.62;5
Miss Sara Sampson;Ege zu Schuldt;2018;621-0-3158-4230-4;04.89;0
L'Odeur du sanglier;Mlle Jade Perez;2015;970-0-7262-5409-5;00.74;2
The Cricket on the Hearth;Kaleb Balistreri;1996;059-5-2727-5842-6;78.73;9
Le Couloir de tous les mépris;Prof Lena Laurent;2013;491-7-6057-8853-3;12.32;4
Im Westen nichts Neues;Darren Gruszecki;1946;320-6-1981-7510-4;01.00;2
La Soumission comme passion;Alice Gautier;1981;017-1-1133-6027-0;72.92;6
Romulus der Große;Annabell zu Hadwich;2004;546-1-1165-7736-0;64.97;7
La Discipline des orphelins;Clara Leclercq;1974;966-0-5280-3356-5;87.27;7
The Grapes of Wrath;Sasha Schaden;2002;998-5-0860-3441-2;41.86;4
Pourquoi je mens ?;Faure Mattéo;2015;280-4-2967-1247-6;68.50;2
Maria Magdalene;Tia vom Jahn;2001;671-9-8288-3785-1;94.39;7
Le Couloir de tous les mépris;Prof Mathis Chevalier;1995;965-5-4044-9659-9;77.23;9
Effi Briest;Luis zu Rumpf;1946;861-3-5416-6157-9;35.50;5
L'Odeur du sanglier;Robert Ethan;2004;986-3-8754-2110-3;15.26;1
The Last Temptation;Deborah Lindgren;2011;372-6-9196-3664-7;28.01;3
Le Désir des femmes fortes;Julie Aubert;2007;657-0-9482-5444-1;64.62;0
Der Stellvertreter;Prof. Dr. Dr. Inka Grosser;1982;331-2-7841-2603-8;54.97;8
La Peau des savants;Mlle Valentin Bernard;2004;447-2-7634-7115-1;92.28;1
Hyperion oder der Eremit in Griechenland;Stefan Jerschabek;2001;248-4-6754-8136-5;97.30;8
La progéniture du mal;Mattéo Charles;1992;569-8-9361-3544-3;93.20;0
The Millstone;Tremaine Kovacek;1992;573-5-3238-3651-5;33.85;6
La Soumission comme passion;Jade Fontaine;1968;172-1-9059-7979-2;65.37;7
Catharina von Georgien;Baron Emanuel vom Hommel;2008;983-0-8317-5316-3;38.77;3
La progéniture du mal;Blanchard Lola;1985;337-7-5061-2375-2;85.15;0
Die Verwandlung/Erstes Leid;Prof. Mathilda Erdmann;1980;596-9-8512-3480-5;06.33;0
La Peau des savants;Leroux Mohamed;2011;046-6-8529-0351-5;07.71;2
The Stars' Tennis Balls;Estefania Schumm;2003;252-5-8285-2957-5;82.79;6
L'Odeur du sanglier;Dr Mael Francois;1966;205-8-4950-3953-1;21.32;6
Der Augenblick der Liebe;Adrian von Bräutigam;1978;777-8-6730-8772-2;43.66;0
Le Siècle de la rue voisine;Nicolas Charles;2019;205-7-6436-3731-7;97.06;9
Romulus der Große;Prof. Dr. Dr. Maximilian Jamrozy;2005;948-8-0274-5786-4;99.87;8
La Peau des savants;Andre Lena;2014;089-8-6353-7347-2;00.25;4
For Whom the Bell Tolls;Kattie Crooks IV;1982;716-9-6856-9458-7;04.94;3
La Discipline des orphelins;Denis Léa;1959;045-9-2625-5968-3;72.89;5
Mephisto;Dipl.-Ing. Ilyas Küsters;1943;955-1-6012-1435-5;70.16;0
La Peau des savants;Axel Lambert;2018;278-8-1426-0631-3;70.59;0
Ansichten Eines Clowns;Baronin Stephanie von der Huhn;2001;204-2-7533-9174-2;05.86;3
La Promise du voyeur;Lena Faure;1972;755-1-3527-4447-9;84.47;6
O Pioneers!;Deshawn Mosciski;2019;482-2-4399-7255-8;01.87;8
Le Couloir de tous les mépris;Richard Lola;1948;172-4-9834-6939-3;70.41;4
Siddhartha;Freiherrin Veit Schersing;1972;959-5-0956-8260-0;26.43;6
La Peau des savants;Emilie Fabre;1947;008-0-6203-9388-4;91.31;7
Der veruntreute Himmel;Corvin Kock;2010;254-5-7081-6672-0;78.62;6
Pourquoi je mens ?;Julien Noémie;1968;770-0-8548-8438-7;34.01;3
East of Eden;Cordia Dare;2001;030-1-7117-7191-7;89.38;8
La Promise du voyeur;Maëlle Colin;2001;387-0-4304-9825-4;52.27;0
Ganz unten;Onur von der Reusse;1951;757-7-2680-3684-5;34.19;3
L'Odeur du sanglier;Dr Romain Meunier;1998;160-6-8238-0373-5;64.07;0
Atemschaukel;Aurelia Vogelgsang;2000;314-3-5012-9404-0;10.30;6
Le Siècle de la rue voisine;Pauline Mathieu;2005;731-2-2991-0437-0;43.22;1
Waiting for the Barbarians;Constance Dietrich;1940;535-1-2723-2763-8;99.61;6
L'Odeur du sanglier;Durand Noémie;2000;404-3-8558-5159-8;07.72;7
Die Blechtrommel;Dr. Mohammed Winkler;1989;821-2-5853-6876-8;26.00;8
La progéniture du mal;Fleury Noémie;1998;235-6-8046-9979-9;39.44;4
Biedermann und die Brandstifter;Prof. Fabio Knoll;1990;244-3-1662-8453-5;22.30;3
Le Siècle de la rue voisine;Prof Romain Lopez;1949;599-7-5135-4361-0;81.96;0
The Millstone;Jace Wilderman;1968;409-9-1376-9893-8;85.67;9
Le Couloir de tous les mépris;Garcia Benjamin;2014;864-5-5152-7272-6;61.47;7
Die Leute von Seldwyla;Baron Leopold von der Bethke;2017;685-0-8996-5714-9;27.44;1
La Peau des savants;Julien Thomas;2012;382-2-2564-8868-1;48.74;3
Der Spaziergang;Jolin Ryzih;2017;353-3-2795-2485-6;66.62;9
L'Odeur du sanglier;Lucas Vincent;1985;969-8-9395-3168-5;40.27;6
It's a Battlefield;Dora Purdy;1962;666-6-9266-0136-6;89.00;2
Le Couloir de tous les mépris;Martinez Léo;2003;516-0-7396-2814-2;15.91;4
Reigen;Dr. Kjell Dies;1970;587-8-2194-4039-5;40.07;5
La Peau des savants;Benjamin Duval;2011;496-4-1825-8757-6;69.13;4
Wer einmal aus dem Blechnapf frisst;Femke Sagonas;2005;341-4-8465-4708-6;92.91;6
Le Désir des femmes fortes;Lola Martinez;2012;974-4-3108-2875-4;07.11;7
Death Be Not Proud;Jordy Kutch;2015;648-8-8381-2500-0;37.58;0
Le Désir des femmes fortes;Pauline Marie;1999;256-9-0909-5101-1;20.72;3
Wilhelm Meisters Wanderjahre oder die Entsagenden;Fenja Hackbusch;2008;109-8-5894-7965-9;10.91;9
La Soumission comme passion;Nicolas Leclerc;2002;670-0-6279-1066-8;07.11;2
Der veruntreute Himmel;Dean Bouschen;2012;108-0-4254-3664-8;44.80;3
Le Siècle de la rue voisine;Mlle Chloé Renaud;2008;529-7-9570-4825-4;95.99;3
Dying of the Light;Hobart Ferry;1979;795-9-0530-3606-4;80.40;1
L'Odyssée invisible;Guillaume Mélissa;1948;115-8-5821-6670-9;31.14;2
Götz von Berlichingen;Ariana Lienshöft;1962;532-9-0517-5718-6;05.24;6
La Peau des savants;Henry Maxence;1951;689-7-9036-4250-5;55.24;1
Tauben im Gras;Hr. Juri Thriene;1961;223-2-2784-4081-2;05.59;1
Le Désir des femmes fortes;Giraud Louise;1964;685-6-5276-5178-8;31.46;1
The Mermaids Singing;Leta Keebler Jr.;1980;985-6-4103-3511-5;02.41;2
Pourquoi je mens ?;Marchal Paul;2011;267-6-9042-7907-5;80.39;1
Der Spaziergang;Jessica Hensel;2003;539-4-9497-7181-8;82.64;0
La Soumission comme passion;Lemoine Mattéo;2004;665-3-7755-8440-5;29.18;7
Till Eulenspiegel;Levi Börner;1953;828-8-9831-2261-1;88.82;9
L'Odyssée invisible;Barre Lou;1940;625-8-4959-7229-3;66.51;6
Now Sleeps the Crimson Petal;Bianka Bergstrom;2015;305-6-5399-3663-5;91.44;7
Pourquoi je mens ?;Lou Jacquet;1997;281-4-5184-4423-0;93.50;3
Lerne lachen ohne zu weinen;Katrin Harter;1990;636-0-2541-1702-5;84.56;2
La Peau des savants;Prof Noa Martin;1959;698-6-4229-6910-5;15.37;1
Aus dem Leben eines Taugenichts;Freiherrin Thorben von Siewert;2019;238-9-8898-4126-8;93.47;5
Le Couloir de tous les mépris;Guyot Océane;1989;293-6-9058-8181-0;83.59;2
The Lathe of Heaven;Ms. Unique Harvey;1959;777-1-7666-1578-0;85.68;2
Le Désir des femmes fortes;Adam Vidal;2018;716-7-6146-4072-6;19.78;5
Maria Stuart;Lio Balnuweit;1991;147-1-9992-8150-7;08.00;8
Pourquoi je mens ?;M. Maëlle Baron;1970;459-2-4208-0602-3;62.33;1
Lieutenant Gustl;Hr. Bastian Schäffel;1957;140-9-8445-8634-6;62.66;7
La Soumission comme passion;Lecomte Nathan;1953;109-1-4784-1190-9;64.17;7
Cover Her Face;Coby Harber III;1984;433-4-5021-9150-3;93.20;5
La Discipline des orphelins;Simon Mathilde;2012;118-1-5903-9363-9;56.49;5
Helden wie wir;Chris zu Dietzsch;1959;043-0-4316-7089-6;60.95;7
La Discipline des orphelins;Mme Louis Martin;2019;961-9-7435-2822-6;06.02;0
Die zärtlichen Schwestern;Freiherrin Esma zu Vey;1950;463-0-1694-1736-3;98.46;2
La Discipline des orphelins;Thomas Lucas;2016;572-0-8403-8589-7;68.51;9
Postern of Fate;Johanna Muller;1999;920-3-4758-4532-4;08.83;0
L'Odeur du sanglier;Clémence Francois;2014;828-6-5342-5665-9;72.27;0
Die Rote;Jolie Flore;2003;358-7-1243-8927-4;23.65;3
L'Odyssée invisible;Adam Eva;1997;058-4-6606-6878-4;75.04;0
Der arme Spielmann;Fr. Zoé Marl;2013;170-1-5974-1121-4;94.62;6
La progéniture du mal;Lucas Muller;2019;705-8-5253-0220-5;51.88;6
The Daffodil Sky;Mrs. Joany Strosin;1959;318-5-9615-6359-9;30.19;2
Le Siècle de la rue voisine;Lina Blanchard;2008;454-7-4549-3157-4;33.10;6
Jahrestage;Lionel Busch;1984;124-9-0256-8156-7;06.81;7
Pourquoi je mens ?;M. Victor Gaillard;1984;710-5-5799-2174-6;45.54;6
Die Box;Johann Krieger;2012;419-6-3451-7364-2;37.97;4
Le Siècle de la rue voisine;Guerin Jules;1976;019-7-3133-7682-7;81.34;8
A Glass of Blessings;Aniya Stracke;1952;932-6-3256-9786-7;82.01;4
Le Couloir de tous les mépris;Lambert Jeanne;2001;436-6-6480-9275-0;02.31;4
Die neuen Leiden des jungen Werthers;Inga Zimmer;1942;460-9-4170-7911-9;89.31;6
La progéniture du mal;Prof Evan Nicolas;2012;891-0-9181-7168-3;94.41;9
Biedermann und die Brandstifter;Alisa Ranz;1961;401-8-3703-5366-1;51.82;6
La Peau des savants;Olivier Alicia;2006;458-1-6318-8261-7;05.99;7
Dying of the Light;Greta Konopelski;2004;359-7-5034-1975-2;79.70;1
La Soumission comme passion;Prof Carla Fernandez;1970;796-8-3961-4125-3;06.07;4
Berlin Alexanderplatz;Lucien Frosch;2016;224-4-7459-8716-0;86.81;5
La Peau des savants;Dr Clara Gerard;2004;495-2-3072-8504-6;04.14;8
Damals war es Friedrich;Ava Verzi;1992;430-4-3254-8465-2;45.45;2
Le Désir des femmes fortes;Dr Baptiste Cousin;2014;492-3-5794-5725-9;71.69;1
Terrible Swift Sword;Quentin Upton;1970;654-5-6014-8232-4;29.84;8
L'Odeur du sanglier;Mme Manon Baron;1975;067-1-3405-6503-1;97.11;9
Emilia Galotti;Annika Behnke;2019;270-4-6300-6703-0;72.14;3
L'Odyssée invisible;Menard Charlotte;2011;271-7-6655-4760-3;15.73;8
Die Erschiessung des Landesverräters Ernst S.;Marika Orth;1993;584-2-3092-1549-1;35.01;7
La Promise du voyeur;Mathéo Dupuy;2018;665-8-1593-9696-2;14.97;4
The Violent Bear It Away;Raquel Mertz;1971;555-2-2773-6301-4;12.06;9
Pourquoi je mens ?;Noah Roche;1970;236-5-0805-1163-7;04.89;7
Emilia Galotti;Freiherr Edgar Marxen;1998;696-8-7362-6244-3;70.21;0
L'Odeur du sanglier;Marie Sarah;1955;619-0-3089-6476-1;23.77;9
Biedermann und die Brandstifter;Baron Leo Siewert;1972;141-2-2305-2736-3;16.06;3
Le Désir des femmes fortes;Henry Clara;1999;544-9-3919-6677-0;30.58;9
The Far-Distant Oxus;Ida Nolan Jr.;1965;329-0-6403-0465-9;44.71;2
La Peau des savants;Prof Laura Chevalier;1986;930-7-9137-2564-8;34.20;9
Der Richter und sein Henker;Valentin Kloss;1950;196-2-9847-1192-8;37.64;2
La Discipline des orphelins;M. Sarah Cousin;2019;406-7-8413-7471-7;33.34;7
Jahrestage;Emmely Herrmann;2000;525-9-7002-1377-7;92.14;7
L'Odyssée invisible;Dupuis Pauline;2014;721-8-5461-1590-2;82.53;5
Wildfire at Midnight;Elaina Rogahn;1976;827-3-9876-3424-0;00.10;8
La Peau des savants;Louise Vidal;2003;394-8-1416-4410-2;87.66;0
Paare, Passanten;Emilian Bauschke;2004;126-2-5911-9959-6;95.59;4
Pourquoi je mens ?;Vidal Clémence;1945;100-9-8350-9135-4;01.03;0
Gehirne;Lynn Hoppe;2019;480-4-6261-0065-7;47.13;5
L'Odeur du sanglier;Evan Fleury;1990;093-7-9888-8635-0;51.71;4
A Glass of Blessings;Dr. Norene Dibbert;2018;497-7-8901-6550-5;32.33;1
Le Siècle de la rue voisine;Romane Brunet;2001;131-2-6622-8289-6;08.32;0
Also sprach Zarathustra;Anabel Porsche;2012;907-3-8495-9909-1;64.92;0
L'Odeur du sanglier;Yanis Picard;2007;658-9-1970-4203-0;16.21;2
Effi Briest;Lola Burkhard;1968;604-6-9259-5864-9;72.93;4
Le Désir des femmes fortes;Mme Sarah Fournier;2015;987-7-8484-3419-0;26.12;9
O Pioneers!;Cecelia Wolf;1983;814-7-2083-0885-2;04.68;4
La Peau des savants;Mlle Romain Lopez;1992;046-0-7632-4826-9;29.17;1
Der Brief des Lord Chandos;Nils zu Kahlert;1977;666-4-6171-7831-2;48.51;9
La progéniture du mal;Mlle Mattéo Huet;1959;012-3-4718-4339-0;79.58;2
Ganz unten;Marco Grau;2010;277-5-9208-9697-2;77.64;2
La Promise du voyeur;Rayan Roux;1956;359-2-1408-2841-1;14.21;0
An Evil Cradling;Ana Dibbert;1988;186-2-4734-2791-1;37.22;7
La Discipline des orphelins;Juliette Prevost;2005;691-0-3683-1582-6;29.94;3
Das Parfum;Sinja Kowalick;2000;963-4-9086-4713-4;62.32;4
La Promise du voyeur;Hubert Mathéo;1943;489-9-4972-4700-9;95.54;3
Unterm Rad;Dipl.-Ing. Eileen Lichtenfeld;1968;144-4-5837-3659-7;88.72;4
Le Couloir de tous les mépris;Mme Léa Bonnet;1950;299-7-5225-0271-1;92.02;4
