title;author;publicationyear;isbn;europrice;stock
Maria Magdalene;Gräfin Leander Filsinger;2003;047-2-1328-5579-4;19.55;1
La Peau des savants;Prof Léo Perrin;2006;109-0-3499-4058-9;41.46;0
Die Physiker;Leana Neuschwander;2008;243-4-5882-8072-4;41.31;6
Pourquoi je mens ?;Noah Collet;2018;897-9-9597-8828-2;81.57;8
Oh! To be in England;Floy Schimmel;2019;073-9-7950-7690-7;03.44;8
La Discipline des orphelins;Nathan Roche;1980;613-2-5532-2525-8;95.85;2
Der Vulkan;Nico Hehl;2014;118-9-6514-7309-5;85.88;8
La progéniture du mal;Morel Noémie;1963;884-5-4627-0429-0;30.71;1
Romulus der Große;Baron Thea vom Bremser;2011;463-1-1157-6435-4;87.31;5
Le Désir des femmes fortes;Mlle Benjamin Francois;1968;956-8-1422-0704-8;57.07;9
A Farewell to Arms;Madie Tromp;1974;618-2-4852-6479-7;43.03;0
Pourquoi je mens ?;Da silva Zoe;2013;790-5-1507-5239-5;34.92;2
Maria Magdalene;Arda Krause;2014;752-6-8287-7758-2;83.82;4
Le Siècle de la rue voisine;Prof Pierre Michel;2017;719-1-2133-8831-6;31.79;4
Eiche und Angora;Bruno von der Margis;2018;667-1-3447-4113-1;78.68;9
L'Odyssée invisible;Simon Tom;2013;956-1-1408-7015-4;12.12;8
Ring of Bright Water;Junius Feil;1983;405-4-7266-8259-9;15.49;7
La Soumission comme passion;Julie Guillaume;2010;028-0-3121-2592-7;49.02;2
Catharina von Georgien;Graf Marina von Strunz;1977;296-6-6945-9449-0;30.86;8
La Peau des savants;Mlle Mathilde Vincent;1989;808-9-6541-9713-0;61.35;0
Woyzeck;Betty Engelmann;2014;099-1-2868-6733-8;22.12;5
Le Siècle de la rue voisine;Arthur Marie;2018;613-1-6499-9751-9;71.09;6
O Jerusalem!;Bridie Hessel;1954;670-1-7775-5310-3;91.08;4
La Discipline des orphelins;Pierre Julien;1971;264-9-2167-3803-2;74.97;9
Leben des Galilei;Timm Oberem;2000;520-3-9849-3897-7;40.06;1
Le Couloir de tous les mépris;Dr Anaïs Dumas;2002;894-1-0818-3607-0;60.96;7
Der eiserne Gustav;Graf Sara Herbrand;2016;025-4-3957-4553-2;68.89;4
L'Odyssée invisible;Lucas Morin;2019;671-6-8882-3970-4;23.99;0
The Monkey's Raincoat;Mr. Laila Koss;2001;223-1-0952-9688-2;39.49;2
Le Désir des femmes fortes;Dr Lilou Bonnet;1972;596-2-8899-5045-3;10.50;4
Damals war es Friedrich;Baron Julius zu Stenzel;2011;518-7-4137-2476-0;95.47;3
La Promise du voyeur;Romain Carpentier;1983;859-1-9687-2185-6;27.09;9
Der Spaziergang;Dennis Uibel;1968;621-8-8905-1814-3;33.92;9
La Promise du voyeur;Victor Gonzalez;2015;513-9-7829-5418-1;84.98;3
The Sun Also Rises;Patsy Hegmann;2019;315-7-6209-3193-1;46.30;9
La Discipline des orphelins;Mathilde Brunet;2012;309-5-2530-3785-7;02.97;5
Der Verdacht;Liah Frisch;2005;570-2-1710-7654-9;51.28;4
La Peau des savants;Mlle Gabriel Meunier;1955;050-9-8748-7761-6;71.93;2
Mephisto;Willy von Hentschke;1946;600-9-6607-7544-6;06.96;2
Pourquoi je mens ?;Mohamed Michel;1971;379-1-5830-2793-0;03.84;3
Pale Kings and Princes;Terrance Bartoletti;2013;162-7-7227-9454-0;93.42;9
L'Odeur du sanglier;Prof Nicolas Da silva;1953;761-3-0529-9004-6;25.48;2
Siddhartha;Lenny Hönig;1941;193-8-0882-4945-9;65.70;0
Pourquoi je mens ?;Manon Roussel;1954;983-2-2142-8972-1;93.38;0
Die Marquise von O...;Bruno Kern;1941;690-6-7086-1418-5;13.53;0
L'Odeur du sanglier;Mlle Baptiste Morin;2019;754-6-5937-1736-8;57.11;9
Death Be Not Proud;Eldred Stamm;1953;276-1-5748-4664-3;54.98;2
La Promise du voyeur;Andre Lisa;2006;369-0-3726-3937-6;52.31;2
Der arme Spielmann;Freiherrin Annelie vom Klemme;2019;333-0-8317-5248-1;96.84;7
Pourquoi je mens ?;Clémence Gonzalez;1964;697-3-3397-1953-6;81.38;2
Iphigenie auf Tauris;Jessica Lanig;1971;144-6-5638-5654-9;02.82;9
Le Siècle de la rue voisine;Nathan Louis;1946;160-3-8650-7861-8;86.65;7
In a Dry Season;Oswald Kris;1984;137-9-8965-5196-9;57.92;4
La Peau des savants;Martinez Elisa;1952;439-5-7351-8258-3;78.02;1
Der veruntreute Himmel;Gräfin Lara vom Meyer;1982;767-7-8070-1985-9;56.25;8
La Peau des savants;Mlle Pierre Remy;2001;125-3-2725-4623-5;88.78;0
Die neuen Leiden des jungen Werthers;Lino Gesell;2004;960-3-6394-1006-7;83.34;3
L'Odeur du sanglier;Aubert Jules;1969;166-4-3260-5152-1;05.84;9
Wildfire at Midnight;Horace Muller;2018;554-6-3604-9032-4;73.93;2
Le Siècle de la rue voisine;Dr Léo Joly;2002;391-0-5095-0166-0;11.16;8
Italienische Reise;Fr. Aileen Theele;1969;167-7-6439-4781-5;99.94;6
L'Odyssée invisible;Gabriel Bertrand;1949;909-8-4358-0197-0;45.58;5
Romulus der Große;Steffen Leipold;1982;129-0-0612-3644-2;49.36;7
L'Odyssée invisible;Mlle Louise Duval;1940;682-0-2924-9446-0;50.42;9
If Not Now, When?;Adelia Ledner DDS;1979;528-6-0595-9369-2;84.06;4
Le Couloir de tous les mépris;Adrien Dubois;1956;403-6-4249-3404-7;40.95;7
Haus ohne Hüter;Dipl.-Ing. Anna Karhoff;2014;192-5-9436-3299-7;80.85;4
Pourquoi je mens ?;Julie Lefevre;2001;251-1-3878-7597-4;54.26;8
Effi Briest;Dr. Torben Schenk;1946;218-8-2920-1933-7;21.96;6
Pourquoi je mens ?;Prof Noa Lacroix;2019;232-9-8073-6000-5;35.00;0
Frequent Hearses;Cameron Schiller;1953;975-6-0818-2963-1;18.83;2
L'Odeur du sanglier;Hugo Lemoine;1974;792-0-2478-9379-0;16.11;6
Kabale und Liebe;Merle Abramovic;2000;817-1-6008-8443-8;19.88;5
Le Siècle de la rue voisine;Baptiste Adam;2019;412-6-0437-9244-9;28.76;4
Eiche und Angora;Helene Strege;1944;196-4-7104-6669-4;51.81;0
La Peau des savants;Olivier Lucas;2014;477-0-9046-0398-0;39.78;4
Time To Murder And Create;Irving Hane;1968;660-7-8120-8138-4;71.31;6
La Soumission comme passion;Dr Mattéo Breton;2017;630-6-1296-6359-9;20.57;1
Die neuen Leiden des jungen Werthers;Baronin Marlon von Steinecke;1978;961-9-0583-4461-3;23.10;8
La progéniture du mal;Prof Mathis Bourgeois;2013;920-7-6788-5378-8;95.50;6
Die verlorene Ehre der Katharina Blum;Hr. Andrea Linnenbaum;2013;482-1-1044-5270-9;42.21;8
La Peau des savants;Prof Hugo Prevost;2017;209-1-4317-1730-2;14.03;9
Françoise Sagan;Orpha Runolfsson II;1990;873-7-8767-4539-1;47.04;0
Le Siècle de la rue voisine;Juliette Pons;1971;069-9-2396-9943-0;11.95;2
Das steinerne Herz;Joanna Evers;1959;327-8-9434-1922-7;34.05;4
La progéniture du mal;Noa Brun;1973;611-2-8283-9989-3;00.63;4
Die neuen Leiden des jungen Werthers;Hussein vom Seiler;2014;375-9-2774-5028-4;59.23;4
Le Couloir de tous les mépris;Manon Henry;2004;239-8-7455-8443-4;22.05;6
Of Human Bondage;Lucas Johns;2001;182-4-8288-6010-2;92.44;8
Le Désir des femmes fortes;Dr Maxime Rolland;2005;745-6-5346-5191-9;58.65;3
Winnetou;Janna Kühnel;2004;763-1-6497-4652-8;33.25;0
La Promise du voyeur;Mlle Jules Garcia;1981;749-8-4643-4486-1;83.47;0
Die Box;Lucien Holdt;1995;956-4-8312-9459-4;61.59;1
La progéniture du mal;Raphaël Renaud;2000;777-2-8067-4972-3;78.03;9
The Moving Finger;Virginia Bednar;2008;671-3-8337-0474-4;89.25;9
La Soumission comme passion;Mme Louise Richard;1990;643-6-7012-2499-5;90.41;5
Wilhelm Tell;Friedrich Ernst;2015;721-9-4514-0161-3;17.09;0
La Discipline des orphelins;Mme Mael Clement;1958;587-9-8629-3293-4;52.98;3
Die Lehre der Sainte-Victoire;Yasmin von der Gruber;1973;901-7-0894-2129-2;53.79;8
Pourquoi je mens ?;Mme Pierre Gerard;2003;081-0-5505-3979-8;71.93;0
Antic Hay;Austyn Carter;1955;690-8-6644-2830-8;63.40;3
Le Désir des femmes fortes;Dumont Mélissa;1986;480-5-8514-0341-0;07.50;0
Romeo und Julia auf dem Dorfe;Baronin Alisa Siebel;1984;537-1-4099-2597-7;59.28;4
La Discipline des orphelins;Arnaud Louise;1971;585-3-6271-7575-1;69.16;6
Die Verwandlung/Erstes Leid;Lenya Sarvari;2015;546-7-9462-1205-3;75.62;6
La Promise du voyeur;Prof Maeva Breton;1994;085-0-6711-7099-9;88.43;5
If Not Now, When?;Miss Juvenal Rogahn;2000;561-1-8262-7071-3;66.98;5
Le Siècle de la rue voisine;Lucas Moulin;1996;083-0-0873-5863-8;51.65;6
Paare, Passanten;Hr. Jamie Berner;1968;755-2-2949-9920-7;24.38;7
Le Couloir de tous les mépris;Roger Pierre;1942;680-3-7939-7090-8;18.12;6
Schachnovelle;Baronin Francesco von der Schima;2018;028-0-4815-5829-5;96.86;0
L'Odyssée invisible;Brun Ethan;1961;697-4-1775-4442-5;47.96;3
When the Green Woods Laugh;Dr. Ike Hudson;1944;115-5-3336-1673-2;26.32;9
La Discipline des orphelins;Jade Schmitt;2019;555-9-7577-5514-6;39.21;5
Heinrich von Ofterdingen;Baronin Emre Nolte;1997;285-9-2972-5762-8;76.56;1
Pourquoi je mens ?;Barre Manon;1962;393-6-2225-5105-9;94.83;4
Der Spaziergang;Marisa Cordes;1958;029-1-8824-2088-7;26.13;5
Pourquoi je mens ?;Océane Nguyen;2004;735-1-9175-8455-6;93.25;2
Noli Me Tangere;Dominique Jacobs;2016;659-7-4250-2745-1;29.03;5
Pourquoi je mens ?;Lucas Adam;2008;739-3-3204-9563-8;44.73;1
Franziska Linkerhand;Freiherr Mila Dobbrunz;1959;537-7-1431-0421-0;14.53;5
La Promise du voyeur;Sanchez Léo;1956;983-5-9161-8846-0;39.29;2
Hyperion oder der Eremit in Griechenland;Chayenne Wyludda;2000;771-6-3731-3358-5;87.58;8
La Soumission comme passion;David Carla;2010;074-8-8817-7746-4;09.79;2
Look Homeward, Angel;Tomasa O'Keefe PhD;1998;573-1-2594-8748-7;86.41;4
Pourquoi je mens ?;Prof Benjamin Pons;2006;407-8-3750-4541-1;33.55;0
Der zerbrochene Krug;Madeleine von Kazmarek;1993;331-4-3860-5453-5;43.03;0
Le Couloir de tous les mépris;Mlle Adam Olivier;1945;867-6-2082-7502-3;93.84;5
Paare, Passanten;Hr. Ilja Dressler;1947;174-1-1377-7151-0;83.21;8
La progéniture du mal;Berger Antoine;2019;160-2-3576-0365-6;72.13;0
Blue Remembered Earth;Charity Abernathy;2010;478-3-2204-6261-4;84.53;7
Le Désir des femmes fortes;M. Gabriel Vincent;2016;248-6-2878-6394-0;30.03;4
Katz und Maus;Zoe Dingelstedt;1954;076-2-1797-1297-5;56.35;3
La progéniture du mal;Julien Lefebvre;2014;664-5-5715-1157-6;51.47;7
Die neuen Leiden des jungen Werthers;Lydia Dies;1992;083-5-7859-2809-4;70.75;9
La progéniture du mal;Mme Maxence Chevalier;2008;801-5-7330-0040-9;30.69;0
Consider Phlebas;Madilyn Kerluke;2007;354-6-8216-8806-5;48.51;5
Le Siècle de la rue voisine;Perrot Louna;2000;389-9-2873-3248-4;59.07;1
Die Buddenbrooks;Leonie Astafei;2019;360-5-9243-2282-9;43.77;3
Le Siècle de la rue voisine;Victor Lacroix;2015;367-8-7601-0603-0;73.48;9
Im Westen nichts Neues;Dipl.-Ing. Laureen Seitz;1979;981-3-7534-6898-1;11.70;3
L'Odeur du sanglier;Roussel Lilou;1996;110-1-6428-3609-0;28.07;7
This Side of Paradise;Tobin Bayer PhD;2015;377-5-5991-3354-5;11.11;7
La Discipline des orphelins;Marchal Mattéo;2012;700-0-0654-6513-9;00.26;1
Das Schiff Esperanza;Louis Von;2014;467-2-9841-0214-0;70.49;2
La Peau des savants;Antoine Petit;1985;313-8-2424-0461-4;75.71;4
Die Waffen nieder!;Niklas Splinter;2006;134-5-4709-8767-3;42.99;9
La Peau des savants;Eva Poirier;2012;904-0-0178-6082-8;11.28;9
Paths of Glory;Miss Rusty Hoeger;2006;555-3-7444-0851-1;13.70;1
Le Siècle de la rue voisine;Mattéo Lacroix;2003;287-9-5027-3900-5;32.85;4
Der Augenblick der Liebe;Prof. Dr. Rasmus Hohn;2016;830-4-1865-3373-6;03.78;9
La Soumission comme passion;M. Louise Aubry;1999;302-2-2977-2727-0;61.97;7
Der geteilte Himmel;Lyn Koehl;2019;170-3-9365-1751-7;20.19;7
La Peau des savants;Jules Rodriguez;1979;768-3-8519-1609-7;94.38;6
Such, Such Were the Joys;Kaleigh Stamm IV;2014;736-1-1943-0394-1;02.31;3
L'Odyssée invisible;Carla Collet;1997;173-6-0658-5898-8;60.55;6
Die Waffen nieder!;Marwin Spahn;2007;288-3-1580-9557-6;77.03;5
Le Désir des femmes fortes;Berger Adrien;1963;955-8-3522-3513-9;57.08;8
Minna von Barnhelm;Freiherrin Sascha zu Tittman;2011;347-2-4398-7061-0;07.89;4
Le Siècle de la rue voisine;Girard Mathis;1977;334-0-2146-8565-7;27.34;8
The Last Enemy;Jeanie Beahan;2017;685-8-4286-5567-6;80.36;1
Pourquoi je mens ?;Dr Justine Perrin;1988;723-3-0966-9710-0;95.57;9
Die Waffen nieder!;Sophia Rossler;1977;782-0-0273-9744-7;95.88;4
Le Couloir de tous les mépris;Mlle Léo Boyer;1991;720-4-4879-7911-6;35.47;8
Bekenntnisse des Hochstaplers Felix Krull;Emirhan Brand;2012;071-0-2967-3078-7;13.05;2
Le Désir des femmes fortes;Paul Vasseur;2005;453-1-5908-1592-0;26.13;4
The Wind's Twelve Quarters;Mrs. Emil Fisher;2001;734-6-7551-8348-3;00.42;1
Le Couloir de tous les mépris;Mlle Louna Henry;2005;636-7-6190-7693-4;46.72;4
Lenz;Fr. Logan Everts;1971;495-3-2776-3311-5;99.47;1
La Discipline des orphelins;Victor Duval;2013;799-9-5193-6085-2;79.48;8
Iphigenie auf Tauris;Nino Steffny;2008;725-0-5251-7479-9;03.00;9
La Soumission comme passion;Axel Mathieu;1953;489-1-3866-7146-5;41.67;4
The Painted Veil;Dolores Streich V;1978;831-2-2066-5948-2;59.56;9
La Peau des savants;Guillot Carla;1969;614-8-4397-8569-3;49.51;0
Der Brief des Lord Chandos;Carmen Klose;2019;168-6-3287-3623-3;05.11;7
L'Odyssée invisible;Remy Kylian;1974;302-7-4498-9451-8;75.94;0
Jahrestage;Elia Rother;2010;865-1-9796-0782-4;64.86;4
La Discipline des orphelins;Carla Rodriguez;2016;916-0-3425-3081-1;70.43;8
Nine Coaches Waiting;Celia Collier V;2015;643-9-6093-4272-7;49.97;9
L'Odeur du sanglier;Lemaire Justine;1989;356-7-5727-0587-4;06.84;7
Damals war es Friedrich;Patrizia Pfingsten;2018;494-5-8133-0814-4;74.73;4
Le Désir des femmes fortes;Dr Zoe Nguyen;2012;808-6-6256-4885-4;28.11;9
Die Leiden des jungen Werther;Prof. Dr. Dr. Oskar Schramm;2005;901-7-7557-4746-8;67.53;5
La Soumission comme passion;Henry Zoe;1987;076-3-2337-4533-7;62.81;7
Françoise Sagan;Leo Stamm;2015;933-0-5013-9035-2;52.48;1
La Discipline des orphelins;Dr Alice Leclercq;2002;752-1-1660-5114-0;91.38;8
Das Parfum;Pit Lax;2014;070-2-0822-0232-1;02.75;9
La Promise du voyeur;Mme Carla Brunet;1966;987-0-5606-2267-2;00.08;2
Ein fliehendes Pferd;Graf Mathis von der Franz;1967;707-5-4025-3385-6;10.37;2
La Discipline des orphelins;Alexandre Huet;1981;298-8-0212-5620-6;02.53;5
A Darkling Plain;Mr. Darien Corwin;1947;655-4-9653-6694-5;84.34;6
La Promise du voyeur;Zoe Faure;2018;653-9-4854-5215-2;19.88;9
Winnetou II;Tristan Moormann;1940;707-4-7668-9510-0;76.47;5
Pourquoi je mens ?;Barre Antoine;2015;030-0-9487-5709-9;45.44;5
Catharina von Georgien;Dr. Tillmann Nieklauson;1962;798-2-6526-5664-9;19.54;4
La Promise du voyeur;Mme Quentin Noel;1949;465-4-3352-6018-8;56.71;6
The Waste Land;Luther Powlowski;1994;401-0-9560-7882-2;05.39;3
La progéniture du mal;Mathilde Picard;2010;206-1-3919-5821-3;72.30;8
Der Goldene Topf;Yaren Reinhardt;1951;420-5-1077-0949-2;40.05;1
La Peau des savants;Nicolas Leclerc;1973;935-1-3825-0234-1;14.02;0
Tauben im Gras;Graf Henrike Hinrichs;2003;410-4-3997-4068-9;03.60;0
Le Couloir de tous les mépris;Kylian Bourgeois;2016;768-4-0835-9842-1;21.93;7
The Cricket on the Hearth;Ismael Fritsch MD;2012;247-0-6458-0505-0;94.00;2
Le Siècle de la rue voisine;Marchand Mael;1998;248-5-6341-8614-7;38.84;2
Woyzeck;Louisa Straub;2013;888-8-3176-3701-6;00.38;5
Pourquoi je mens ?;Zoe Huet;1949;767-4-5623-8594-0;30.82;1
Minna von Barnhelm;Freiherr Sofie von der Rädler;2007;317-1-5451-9121-8;04.57;6
La progéniture du mal;Prof Lucie Barbier;1994;770-5-5982-3947-7;29.46;8
The Doors of Perception;Dr. Camren Harvey;2003;774-0-8095-9529-9;03.04;7
La Promise du voyeur;Prof Emilie Bertrand;1956;452-1-6820-3536-3;79.61;9
Eiche und Angora;Thorge Renk;1957;781-3-9310-7745-7;32.18;2
Le Siècle de la rue voisine;Lucas Rey;1978;536-3-0357-9028-3;19.62;0
Der Richter und sein Henker;Liana vom Manns;2005;263-2-1924-5379-0;99.54;3
Le Siècle de la rue voisine;Raphaël Rousseau;1959;802-8-6740-5926-9;15.08;9
Cover Her Face;Cecil Raynor MD;2002;305-3-2873-0088-4;98.53;8
La Promise du voyeur;Colin Quentin;2015;701-9-1466-0018-4;24.13;9
Wer einmal aus dem Blechnapf frisst;Prof. Dr. Dr. Kenan Krauspe;2012;779-8-9024-1381-5;69.92;9
Pourquoi je mens ?;Roussel Chloé;1976;212-1-6483-7271-8;63.08;6
Der geteilte Himmel;Hr. Robin Schottmann;2010;331-5-1393-7904-6;01.11;1
Le Couloir de tous les mépris;Lefevre Clara;1973;741-2-3798-3828-4;67.15;6
As I Lay Dying;Christ Hirthe;2013;690-7-7355-2457-5;12.66;8
La Soumission comme passion;Prof Adam Barre;2004;282-1-9387-0075-7;37.25;9
Das Versprechen;Meryem Kopf;2014;221-4-8588-0850-5;57.77;8
L'Odyssée invisible;Alice Guerin;1976;878-7-6493-1565-0;18.92;4
Frühlings Erwachen;Ariane Thiomas;2014;480-3-5994-7636-2;66.74;6
La Peau des savants;Prof Célia Fabre;2013;168-2-5041-5906-9;27.52;5
The Skull Beneath the Skin;Taya Mraz;2010;115-0-9911-4105-8;58.67;3
La Promise du voyeur;Justine Philippe;2014;819-2-1578-2252-2;79.50;0
Reigen;Baronin Dylan von der Wieser;2013;062-4-2470-3192-4;82.91;4
Pourquoi je mens ?;Morel Camille;2003;447-8-9069-1454-3;21.34;8
Die Weber;Alia Sachse;1965;103-5-6973-7927-4;02.50;7
L'Odyssée invisible;Prof Raphaël Lambert;1946;550-0-4630-9841-9;79.52;2
Unweaving the Rainbow;Heaven Kuphal;2011;900-3-4865-3212-4;76.55;7
Le Couloir de tous les mépris;Renault Julie;2008;963-6-2330-5750-5;29.67;3
Damals war es Friedrich;Gräfin Elias Schwuchow;2001;286-8-8321-3611-3;81.59;3
L'Odeur du sanglier;Eva Andre;1954;947-1-1217-8089-3;39.47;9
Till Eulenspiegel;Freiherrin Leticia von Franzmann;1995;152-8-5341-0690-1;68.73;0
La Peau des savants;Sarah Perez;2010;859-1-8605-8807-9;00.89;6
Vanity Fair;Isabella Will IV;2004;456-1-0140-3854-8;16.03;6
L'Odyssée invisible;Mlle Romane Gautier;1955;172-8-0259-5082-2;70.44;7
Unterm Rad;Prof. Dr. Tamino Sihler;1985;531-3-4061-5378-9;11.78;0
La progéniture du mal;Tom Caron;1949;294-5-7193-4417-7;74.85;4
Maria Stuart;Kimi Schwanbeck;2008;621-9-9680-2156-2;38.06;0
Pourquoi je mens ?;Dr Camille Paul;2003;419-4-4395-3276-3;71.79;4
A Catskill Eagle;Rollin Johnston;1993;068-1-5117-0322-8;49.17;8
Pourquoi je mens ?;Dupuis Lilou;1941;961-2-6675-3578-1;39.40;2
Der Prozess;Dr. Mariella Räntsch;2016;806-7-2443-8449-6;35.03;1
Le Couloir de tous les mépris;Kylian Schmitt;1998;195-6-5899-0271-4;30.49;3
Narziß und Goldmund;Baronin Lenny zu Gehring;2006;584-4-3699-5486-0;69.54;4
L'Odyssée invisible;Da silva Antoine;2009;409-4-8708-5511-8;13.17;8
Nine Coaches Waiting;Silas Mohr Jr.;1967;323-3-4902-3254-1;88.55;1
La Peau des savants;Mlle Julie Prevost;1997;342-6-4010-3676-4;91.06;2
Deutschland. Ein Wintermärchen;Maxine Berner;2011;815-6-0676-3514-3;85.40;1
L'Odyssée invisible;Dumont Maxence;1958;949-3-8631-8700-4;55.44;4
Narziss und Goldmund;Vanessa Brüggmann;1946;561-2-2006-1165-8;98.41;9
Le Siècle de la rue voisine;Prof Ethan Le gall;2019;567-6-9054-9486-2;20.31;3
The Violent Bear It Away;Manley Aufderhar;1944;656-2-8506-1803-8;50.51;1
L'Odeur du sanglier;Dr Tom Robin;2007;755-9-1225-2691-4;20.79;7
Nathan der Weise;Dustin Decker;2018;532-2-7575-2363-4;43.27;6
Le Siècle de la rue voisine;Jean Enzo;1956;375-3-4217-7747-3;28.30;5
Die Box;Leonhard Orthmann;2014;190-0-3913-4035-0;48.56;8
Le Désir des femmes fortes;Dr Mattéo Robin;2007;879-9-9467-0388-8;68.01;6
Of Human Bondage;Alessandro Heller;1964;253-5-6757-4966-6;60.79;2
Le Couloir de tous les mépris;Manon Paul;2008;758-5-6840-1338-6;90.30;2
Faserland;Rosalie von der Lange;2007;177-2-1060-2492-2;94.04;2
L'Odyssée invisible;Mme Juliette Robin;1992;445-0-9527-4561-9;15.96;8
Die Räuber;Freiherr Jasmin Knies;2011;454-6-0730-6840-8;23.68;1
Le Désir des femmes fortes;Mathieu Enzo;2018;874-1-7512-5012-2;23.63;0
The Wings of the Dove;Maxwell Lang;2002;472-8-8398-2526-7;58.25;5
L'Odyssée invisible;Louis Lecomte;2016;317-0-0710-3294-2;93.18;5
Der Untertan;Marlena vom Sahner;1997;884-4-4387-9735-2;88.47;2
Le Couloir de tous les mépris;Mme Jules Schneider;2007;394-6-0399-8957-7;78.11;3
Der zerbrochene Krug;Prof. Dr. Nika Hanenberger;1945;722-4-3200-2559-9;26.25;3
Le Désir des femmes fortes;Mathieu Léo;1965;792-3-1028-9186-0;51.24;0
In Death Ground;Cale Schmitt;2000;312-2-2593-7095-5;30.63;9
Le Siècle de la rue voisine;Dr Alice Breton;2001;541-5-9187-7618-4;81.71;8
Andorra;Mark Köhler;2011;238-3-1036-6603-0;05.10;4
Le Couloir de tous les mépris;Mme Benjamin Gauthier;1995;773-6-6128-8259-6;85.85;7
Der Goldene Topf;Melisa Neumair;1970;190-8-9380-9085-7;44.03;1
Pourquoi je mens ?;Julien Schneider;2002;723-7-3784-3177-3;80.11;4
The Heart Is Deceitful Above All Things;Isaac Tremblay;2009;309-3-8194-2981-9;60.41;6
La Discipline des orphelins;Alicia Nicolas;2002;172-7-5703-0536-0;50.99;2
Panter, Tiger & Co.;Chiara von Ritschel;1992;783-6-3288-0312-0;72.90;3
La Discipline des orphelins;Gauthier Eva;2011;161-6-1897-2142-4;81.00;0
Leben des Galilei;Rocco Kumbernuss;2006;809-5-8505-7142-7;47.84;5
Le Couloir de tous les mépris;Prof Alexandre Leclercq;2002;192-5-6191-3925-8;05.31;4
Postern of Fate;Freddy Ratke;1954;341-2-8654-0154-0;42.00;8
Le Désir des femmes fortes;Bourgeois Adrien;2001;501-5-9985-8362-6;15.28;3
Der Stechlin;Sandro Welz;1966;215-1-4719-4282-2;35.57;0
La Discipline des orphelins;Fabre Clémence;2014;816-2-6483-0491-3;25.00;3
Lerne lachen ohne zu weinen;Freiherr Olivia Dragu;1995;038-5-7683-2874-9;30.44;5
La Soumission comme passion;Eva Paul;2000;431-2-1592-5663-3;21.79;8
In Death Ground;Sandra Weimann II;2002;716-2-9105-1339-9;04.09;6
Le Couloir de tous les mépris;Anaïs Le roux;2008;479-6-6283-6231-6;68.23;5
Der Sandmann;Gräfin Anny von der Siegling;1994;353-3-2584-7857-7;53.79;7
L'Odyssée invisible;Picard Maëlys;2000;222-6-0556-3561-1;12.31;9
Unterhaltungen deutscher Ausgewanderten;Stella Walther;2016;617-4-6557-7685-1;43.33;3
La Discipline des orphelins;Martinez Mélissa;1984;560-5-0303-8107-1;04.22;9
Stranger in a Strange Land;Elnora Hessel;1974;968-8-9064-2671-9;86.62;0
La progéniture du mal;Prof Sarah Perrin;1988;795-7-2812-8573-6;50.06;2
Die Leiden des jungen Werther;Rico von der Schuff;1944;273-6-3197-1736-1;70.34;8
L'Odyssée invisible;Dr Ethan Lucas;2006;660-3-2535-2615-5;32.73;8
Götz von Berlichingen;Eda Kahles;1970;999-5-0113-0780-9;87.89;0
L'Odyssée invisible;Mme Tom Riviere;1951;999-3-2293-4055-8;86.65;9
The Yellow Meads of Asphodel;Mrs. Brown Ryan;1951;299-5-6263-2929-1;57.73;6
Le Couloir de tous les mépris;Juliette Durand;2004;524-1-6151-7598-2;00.61;4
Leben des Galilei;Melike von der Tischmann;1992;036-4-5161-6320-4;15.12;0
La Soumission comme passion;Caron Lola;2005;649-1-6210-6051-1;86.77;8
Fabian;Shawn Belz;1977;387-2-1384-1985-2;93.43;7
Pourquoi je mens ?;Fontaine Lisa;2003;074-1-8355-2869-4;55.07;9
A Confederacy of Dunces;Clyde Runolfsdottir;2003;381-3-0430-4858-6;15.37;4
La Peau des savants;Mme Chloé Petit;1953;539-6-4600-7374-0;09.19;1
Das Parfum;Prof. Annabell Scheer;1960;718-7-8762-2584-3;65.68;0
La Promise du voyeur;M. Mathéo Rolland;2000;154-8-9497-7249-5;96.58;9
Der Brief des Lord Chandos;Nils von der Neumann;2009;820-7-0034-4634-7;48.84;3
Pourquoi je mens ?;Mme Juliette Noel;1977;111-4-3539-5356-1;54.14;7
To a God Unknown;Abdullah Turcotte;2008;955-6-0277-3643-2;55.31;7
Pourquoi je mens ?;M. Lisa Jacquet;1947;377-1-7090-5657-4;52.67;4
Deutschland. Ein Wintermärchen;Baron Marisa Ekpo;2018;929-3-0770-0788-1;67.49;5
Le Couloir de tous les mépris;Roy Louis;2011;731-4-7884-4325-6;84.84;8
Maria Magdalene;Ramon Riepl;1998;342-6-8749-6874-6;99.78;4
La Discipline des orphelins;Laura Richard;2002;223-1-5549-1628-9;91.24;6
Surprised by Joy;Bailey Bechtelar;1951;998-9-3314-4379-9;08.42;1
L'Odeur du sanglier;Le gall Lou;2007;115-8-4484-0096-4;88.76;7
Die Waffen nieder!;Lene Carlsohn;1968;321-8-0732-6515-8;31.75;5
Le Couloir de tous les mépris;Lisa Rousseau;1977;010-1-5653-2455-2;77.85;2
Der Tor und der Tod;Gräfin Leana von Reuss;2018;620-3-7879-2882-3;90.24;1
La Soumission comme passion;Jade Vasseur;1992;495-8-9012-9689-2;80.71;6
Some Buried Caesar;Mrs. Nyah Muller;1986;109-7-9823-5799-4;57.25;5
La progéniture du mal;Prof Lou Roche;2007;348-6-2180-6520-1;04.47;3
