title;author;publicationyear;isbn;europrice;stock
Lerne lachen ohne zu weinen;Elaine Storp;1946;329-1-7846-0158-9;82.72;0
La Promise du voyeur;Lopez Romain;2018;305-3-8555-3134-1;15.28;7
Blithe Spirit;Luella Ruecker;2014;152-6-5431-7794-3;68.82;9
La progéniture du mal;Clara Carpentier;2012;328-9-5376-4610-5;99.08;9
Der Spaziergang;Baronin Patrick Engelmann;1980;642-8-1360-5642-7;94.69;3
La Soumission comme passion;Duval Arthur;1968;516-3-3278-2753-3;71.45;3
Heinrich von Ofterdingen;Prof. Dr. Viktor Kaesmacher;1952;246-0-2637-6288-7;77.24;0
La progéniture du mal;Prof Romane Moulin;2007;637-1-8120-7325-7;14.55;4
The Skull Beneath the Skin;Rosamond Oberbrunner;2008;747-1-2675-9226-9;66.37;4
La Discipline des orphelins;Hugo Riviere;1942;959-4-4303-4668-1;77.46;7
Damals war es Friedrich;Baron Finia Alexa;1974;609-0-9247-9267-4;60.01;4
La Soumission comme passion;Antoine Colin;1945;689-6-4866-3032-9;40.96;8
Frühlings Erwachen;Baron Valentina Demut;1955;768-2-9935-6364-8;55.03;1
Le Désir des femmes fortes;Noa Martinez;2007;522-2-8427-6160-5;98.41;9
After Many a Summer Dies the Swan;Emma Harber Jr.;1990;297-0-5015-5052-6;82.73;3
La progéniture du mal;Roger Eva;1956;894-6-2873-0678-0;92.47;7
Das Versprechen;Levi Sommer;1954;089-1-3247-5043-2;28.56;8
La Promise du voyeur;Sacha Brun;2019;204-4-1669-4609-4;10.53;7
Der (kleine) Schatz im Kugelbauch;Carsten Huber;2018;435-5-9419-0467-2;54.38;4
Le Siècle de la rue voisine;Ambre Barbier;2004;533-2-4133-5753-2;67.03;5
The Sun Also Rises;Kiley Osinski;1946;110-3-3882-5484-4;98.34;2
La Discipline des orphelins;Maëlys Bourgeois;1986;846-9-9166-5244-1;09.93;7
Der eiserne Gustav;Maddox Kettenis;1966;595-8-2177-3618-7;64.64;9
La Discipline des orphelins;Nicolas Laura;1978;213-7-4826-5787-8;68.74;5
Des Teufels General;Freiherrin Henry Schwarzmeier;2014;264-9-5035-0394-3;97.99;0
La Peau des savants;Yanis Marchal;2016;979-7-0793-5301-0;38.21;0
Tirra Lirra by the River;Carlos Wisozk;1964;337-1-7669-8445-4;65.84;9
Le Couloir de tous les mépris;Charpentier Maëlys;2014;248-8-9421-0188-2;21.56;8
Haus ohne Hüter;Graf Juri zu Stern;2017;104-3-2346-8038-8;73.95;1
Pourquoi je mens ?;Paris Lilou;1958;724-7-3049-2273-8;06.65;6
Der abenteuerliche Simplicissimus;Marie Blassneck;1975;686-2-2544-8885-9;93.37;4
Le Couloir de tous les mépris;Léo Roux;2013;856-0-2337-7240-5;26.75;5
The Parliament of Man;Libby Stamm;1973;386-4-5953-0521-8;79.07;9
L'Odyssée invisible;Prof Kylian Andre;2003;733-0-9817-2592-7;71.83;2
Biedermann und die Brandstifter;Davide Reichel;1978;533-7-7969-2588-2;28.49;3
La progéniture du mal;Marie Manon;2010;073-1-6355-2701-4;12.03;8
Sterbender Cato;Freiherr Samia von der Sievers;1962;941-0-7355-0294-3;55.81;3
La Peau des savants;Nathan Pons;2003;874-8-3647-3535-0;26.49;1
In Dubious Battle;Natasha O'Kon DDS;1992;294-1-7343-7298-0;02.27;1
La Discipline des orphelins;Ethan Marie;2008;195-8-6581-9549-0;34.20;9
Helden wie wir;Hr. Malik Ranz;2012;400-2-3300-1098-6;71.07;7
Le Siècle de la rue voisine;Martin Mathilde;2000;999-4-5124-8242-7;58.71;3
Im Westen nichts Neues;Matilda Rietscher;1945;986-0-7032-7088-0;31.20;6
Le Couloir de tous les mépris;Cousin Mael;1967;053-0-2692-6259-8;27.09;7
No Longer at Ease;Tony Botsford;2013;144-1-4023-2280-5;52.92;8
La Promise du voyeur;Pierre Victor;2003;160-3-2919-7119-1;41.88;0
Das Schiff Esperanza;Gräfin Umut vom Emert;1997;826-5-9277-7549-4;08.13;2
La Peau des savants;Mathieu Alexis;1974;924-4-1641-7781-5;26.36;6
Der Richter und sein Henker;Gräfin Ben Grün;2002;569-7-0984-6157-9;44.13;0
La Soumission comme passion;Mme Baptiste Carpentier;2001;850-7-2352-2464-9;97.70;7
Behold the Man;Rosie Jenkins;2015;855-1-1088-8626-1;88.08;7
La progéniture du mal;Célia Robert;2004;984-1-4952-7008-2;56.64;4
Lerne lachen ohne zu weinen;Gabriel vom Klauder;1959;582-2-2663-9638-3;00.24;9
Le Couloir de tous les mépris;Alice Marchal;2002;236-1-9819-5037-1;69.47;0
Das Boot;Freiherr Gian Jahnke;2004;983-2-3880-3092-9;70.64;9
L'Odeur du sanglier;Remy Louis;1990;437-1-7147-7589-0;34.19;8
Rosemary Sutcliff;Callie Fritsch;1987;976-8-2927-3122-1;81.96;2
La Discipline des orphelins;Menard Quentin;2001;302-0-3946-0295-0;06.81;6
Woyzeck;Jasper von der Horna;2010;015-5-3560-7173-2;88.63;6
La progéniture du mal;Pierre Maeva;1955;175-4-9417-5656-5;85.45;1
Reigen;Malte Vokuhl;1976;122-2-2292-0947-8;98.78;2
La Soumission comme passion;Mme Carla Gerard;1996;447-0-3727-8749-7;97.73;0
Let Us Now Praise Famous Men;Ms. Guy Labadie;2009;021-9-3483-2511-5;78.41;6
La Promise du voyeur;Prof Hugo Fontaine;1978;774-6-3899-5552-6;65.62;6
Miss Sara Sampson;Dipl.-Ing. Mayra Splinter;1991;283-8-0137-5729-9;29.15;4
La Promise du voyeur;M. Romain Colin;1982;993-8-3899-7548-5;17.37;8
Panter, Tiger & Co.;Karoline Hübner;1979;603-0-5881-7702-9;95.95;4
Le Siècle de la rue voisine;Gabriel Fernandez;1974;138-8-5332-7712-7;62.71;5
The World, the Flesh and the Devil;Rhianna Pacocha;2018;046-9-1637-2635-7;45.42;7
La Discipline des orphelins;Elisa Henry;2003;577-3-7255-9983-5;73.93;8
Der Zauberberg;Timm Everts;1954;972-4-4171-2603-6;06.68;0
L'Odyssée invisible;Arnaud Evan;2005;454-9-9301-8248-1;37.31;7
Götz von Berlichingen;Selma Köseoglu;2007;013-3-4747-2148-4;83.70;6
L'Odeur du sanglier;Simon Romain;2002;400-2-1724-1178-7;71.16;5
Ego Dominus Tuus;Johnathan Kulas;2014;197-1-4155-1782-4;24.41;2
La Soumission comme passion;Moreau Maxence;1999;400-5-2590-3840-6;79.97;2
Winnetou;Hamza Flore;2013;141-1-2893-1225-0;87.19;3
Pourquoi je mens ?;M. Yanis Bertrand;2009;310-4-8559-9020-0;82.58;3
Der Prozess;Pit Bunjes;1955;348-5-2137-0415-7;68.81;4
La Soumission comme passion;Laura Moulin;2016;152-0-4331-1649-2;12.48;2
Now Sleeps the Crimson Petal;Dr. Virginia Douglas;1975;486-8-0586-7158-3;62.27;9
La Soumission comme passion;Blanc Léo;1999;136-6-2061-7875-4;73.16;1
Faserland;Darren Stöwer;1959;623-7-3680-6473-7;35.40;5
Le Siècle de la rue voisine;Jeanne David;2004;954-1-0692-3958-4;04.59;0
Die Marquise von O...;Sabrina vom Steffny;1999;070-7-1607-3392-7;72.81;3
La Peau des savants;Mme Camille Laurent;1969;241-6-8574-4746-5;29.56;2
The Daffodil Sky;Ford Kassulke;1993;751-4-2885-0236-3;47.85;7
Le Désir des femmes fortes;Justine Caron;1985;926-3-8433-7647-1;96.89;0
Catharina von Georgien;Baronin Theodor von der Woytkowska;1979;290-6-0796-3816-1;17.34;2
La Peau des savants;Juliette Benoit;1985;241-7-8697-9800-8;84.40;6
Der Vulkan;Arved Koch;1999;637-2-6039-0038-6;20.45;2
Le Siècle de la rue voisine;Garnier Julie;2001;804-4-9484-1932-0;46.97;2
To a God Unknown;Geo Lesch DDS;1991;868-0-8046-1645-6;51.26;3
La Promise du voyeur;Prevost Justine;1940;905-4-2725-7675-8;67.13;3
Der Vulkan;Julienne Gombert;1960;281-7-1985-5684-2;78.41;5
Pourquoi je mens ?;Masson Enzo;2019;012-0-4702-3633-8;42.11;0
Ganz unten;Zara Kobs;1978;620-3-8971-5165-1;50.25;1
La Promise du voyeur;Ambre Sanchez;2003;253-8-9168-0028-5;05.12;5
Vanity Fair;Mr. Bertha Wolff;1947;199-1-1210-0568-6;18.99;1
La progéniture du mal;Dubois Alicia;1949;497-8-0377-7651-4;65.88;2
Vor Sonnenaufgang;Luke Liebich;2019;640-0-8493-5587-8;15.75;4
Le Siècle de la rue voisine;Mlle Lou Roux;2015;593-1-2371-3331-9;39.78;1
Ehen in Philippsburg;Baron Lucie von Tonat;1978;060-5-0909-4406-0;84.51;4
La progéniture du mal;Roche Ambre;2009;009-9-1168-7910-7;05.84;3
Waiting for the Barbarians;Bud Hilpert I;1987;166-6-5268-4433-5;02.81;7
La Soumission comme passion;Ambre Perrin;1960;486-2-9983-3552-1;10.74;7
Der gute Mensch von Sezuan;Bastian Mathies;2002;512-3-8615-8299-3;22.06;1
La Promise du voyeur;M. Alice Louis;2008;711-7-2029-6084-8;17.23;2
Tödliche Versprechen/Das Imperium der Wölfe;Marissa Börner;2011;756-6-1725-3524-9;97.62;8
La Peau des savants;Roger Baptiste;2010;997-5-8689-4985-1;20.50;3
Shall not Perish;Bulah Ullrich Sr.;2004;545-8-9461-5013-0;57.26;4
Le Désir des femmes fortes;Mme Mélissa Moreau;1980;590-3-1422-1997-5;92.06;2
Siddhartha;Dr. Davide Rüdiger;2002;858-8-9864-4309-6;93.33;4
La Peau des savants;Ambre Colin;2019;448-5-1111-2998-1;92.30;4
Der Verdacht;Theo zu Lehmann;1984;787-9-6558-7576-8;59.37;9
L'Odeur du sanglier;Mathis Dumont;1967;780-7-0697-1992-9;24.81;8
All the King's Men;Tabitha Yundt;1945;548-9-3867-2752-0;03.40;9
La Discipline des orphelins;Perez Axel;1992;082-5-8249-0001-5;03.49;6
Die unendliche Geschichte;Madita von der Wallstab;2012;634-8-4043-5527-1;00.53;3
La Discipline des orphelins;M. Jules Barre;2008;279-8-1547-2803-7;43.84;5
Das Boot;Berkay Schultz;1959;635-9-6221-9012-3;35.70;4
La Peau des savants;Léo Gerard;2015;090-5-2659-5611-4;32.37;9
Carrion Comfort;Humberto Walsh;1947;248-4-0325-6191-1;37.63;9
Le Siècle de la rue voisine;Lola Maillard;2012;425-7-0732-0467-9;46.19;1
Die Buddenbrooks;Klara Moritz;1975;569-9-5178-3141-7;42.47;2
La progéniture du mal;Léo Duval;1984;170-5-0218-3395-4;15.72;5
Jakob der Lügner;Prof. Dr. Dr. Frederike Salzer;2015;294-8-7081-9076-2;36.99;2
L'Odyssée invisible;Mlle Lucie Lopez;1981;770-5-6369-1688-6;28.88;0
Look Homeward, Angel;Oma O'Hara;1950;938-4-1985-6956-0;21.06;5
La Soumission comme passion;Pierre Fournier;2005;539-9-9044-7537-9;46.61;5
Der Schimmelreiter;Lea vom Urban;2011;682-1-3204-3412-2;59.53;4
Le Couloir de tous les mépris;Charpentier Julie;1947;618-3-9410-3889-7;93.27;6
Effi Briest;Lennart von der Reifenrath;2016;923-8-6071-0646-9;01.92;5
Le Désir des femmes fortes;Mme Mael Masson;1971;900-1-1960-3228-8;62.61;5
The Millstone;Iliana Brekke;2005;617-3-4248-7227-9;07.73;8
L'Odyssée invisible;Zoe Charles;2006;737-1-7069-1974-8;23.76;4
Die Räuber;Mika von der Schönfeld;2001;004-8-7796-6721-1;98.34;1
La progéniture du mal;Mme Alexandre Leroux;1972;945-9-6719-8256-1;82.36;2
Siddhartha;Dipl.-Ing. Erik Reinke;2007;731-3-3522-4646-0;94.27;4
La Peau des savants;Alexandre Garnier;1971;743-2-5509-5301-4;56.23;3
The Glory and the Dream;Loren Bailey;2011;721-3-9037-2554-6;34.01;5
Le Désir des femmes fortes;Brunet Théo;2019;418-0-4977-0987-4;51.33;5
Die Welt als Wille & Wahn;Gregor Götzelmann;2015;244-3-1756-4804-1;43.78;9
La Peau des savants;Maeva Blanc;2011;914-1-7588-1784-8;95.82;7
Der zerbrochene Krug;Charlotta Wolf;1967;468-0-8268-0647-6;88.30;9
La Soumission comme passion;Picard Mael;2005;804-8-0190-5396-3;46.73;2
Recalled to Life;Jordy Cremin;1948;903-6-7952-4801-2;64.51;8
Le Siècle de la rue voisine;Alexis Sanchez;2010;717-1-6342-7021-3;54.40;0
Wilhelm Tell;Baron Clarissa König;2005;691-8-7303-5663-1;41.67;1
Le Siècle de la rue voisine;Dr Lola Rodriguez;1942;975-5-0654-0525-2;29.14;4
Der Zauberberg;Henrik Osei;1999;094-8-7909-6601-6;29.06;1
La Promise du voyeur;Dr Julien Dumas;1967;608-7-2107-1933-8;75.34;3
The Way of All Flesh;Erling Waters;2014;109-5-1950-5183-4;44.97;0
Le Désir des femmes fortes;Prof Romane Gaillard;1947;608-7-6853-6367-4;76.37;7
Der abenteuerliche Simplicissimus;Michaela Albert;2004;453-5-2913-4401-3;09.89;4
Le Siècle de la rue voisine;Dr Noah Francois;2000;979-5-3699-4738-9;59.15;6
Damals war es Friedrich;Graf Marlena Schaffarzik;2009;584-4-1964-2292-3;00.04;6
La Peau des savants;Sarah Leclercq;1995;479-5-4356-8938-2;25.05;2
The Cricket on the Hearth;Giovani Marks;1978;198-5-5210-6322-7;62.33;4
La Peau des savants;Maeva Fabre;2003;451-0-1294-3138-2;66.64;3
Wilhelm Meisters Wanderjahre oder die Entsagenden;Maria Kesselschläger;1970;807-9-8457-3096-6;62.39;3
La progéniture du mal;Roy Eva;2012;411-4-3025-7449-4;99.69;3
Der Untertan;Gräfin Samia von der Orthmann;2015;930-8-7682-1454-2;84.03;4
Le Désir des femmes fortes;Gauthier Mathis;1995;736-9-2643-0450-8;42.71;3
A Scanner Darkly;Sonya Pfeffer I;2005;488-1-8257-8795-4;91.00;0
La Soumission comme passion;M. Manon Adam;1961;080-1-4977-7047-0;32.57;0
Wilhelm Meisters Wanderjahre oder die Entsagenden;Karina Merkel;1943;822-6-7675-8253-6;53.39;9
L'Odyssée invisible;M. Sarah Gaillard;1948;694-3-2251-6686-4;19.49;0
Das Marmorbild;Freiherrin Mark Mayer;1952;879-7-4309-0825-9;88.45;5
Le Siècle de la rue voisine;M. Nathan Renaud;2018;712-6-1373-5704-0;60.17;8
For a Breath I Tarry;Anais Konopelski;2011;655-7-5244-7551-5;69.15;3
La Peau des savants;Axel Barbier;2000;800-4-6706-5500-7;95.51;5
Die unendliche Geschichte;Rahel May;1997;645-8-9273-7986-3;35.09;2
La progéniture du mal;Huet Zoe;2006;369-7-9562-6004-3;45.58;6
Siddhartha;Chantal Breitenstein;2018;646-8-1686-3017-3;35.43;7
Le Couloir de tous les mépris;Lemaire Mohamed;1941;873-3-2640-4506-9;39.20;3
Such, Such Were the Joys;Ethyl Bednar III;2013;656-8-1924-7370-8;21.33;5
La Promise du voyeur;Justine Moulin;1942;540-0-8584-9711-7;51.07;6
Der Stellvertreter;Prof. Dr. Bennet Burkhard;1987;282-8-0956-6891-8;44.91;8
La Discipline des orphelins;Caron Maëlys;2004;906-0-4952-6810-6;23.37;1
Die Verwandlung/Erstes Leid;Esther Thomas;1992;793-2-6017-7621-0;63.63;4
La Peau des savants;Julie Lucas;2007;113-8-5538-4691-5;00.65;2
The Monkey's Raincoat;Domenico Wuckert;2017;991-2-9382-5826-3;41.09;5
L'Odyssée invisible;Noémie Poirier;1966;767-7-1911-9288-8;54.81;5
Nathan der Weise;Dr. Karl Swillims;1954;675-0-3020-6362-3;02.92;9
Le Siècle de la rue voisine;M. Pauline Michel;1994;943-2-9799-4374-4;09.73;0
Winnetou;Emily Barr;2010;365-3-6637-1783-5;22.54;7
Le Couloir de tous les mépris;Pierre Baron;2012;199-6-9465-2055-7;23.93;9
If I Forget Thee Jerusalem;Juwan Dickinson DDS;1958;681-5-7099-2991-2;98.77;7
La Peau des savants;Thomas Muller;2019;423-6-5039-5973-4;54.65;7
Helden wie wir;Gräfin Maike Zauber;2014;203-4-1244-8500-9;18.88;8
La Promise du voyeur;Emilie Morel;1971;215-5-1837-1723-9;47.36;9
Unterhaltungen deutscher Ausgewanderten;Freiherr Baris von der Stengel;2003;415-2-3221-6913-6;05.65;3
La Promise du voyeur;Garnier Maxime;2005;716-1-3207-3308-3;07.16;9
The Curious Incident of the Dog in the Night-Time;Dr. Vicente Hilll;2008;650-2-9993-3324-9;12.00;8
Le Désir des femmes fortes;Lilou Laurent;1940;149-2-1625-0566-8;42.46;1
Mutter Courage und ihre Kinder;Mila Wimmer;2007;391-6-4329-2728-3;37.12;4
La progéniture du mal;Mélissa Dumont;2013;253-4-1086-9335-7;10.22;9
Der (kleine) Schatz im Kugelbauch;Helen Engelen;1988;568-7-7836-7411-4;68.44;4
La Discipline des orphelins;Roux Gabriel;1994;969-8-6185-9619-5;23.80;7
Some Buried Caesar;Triston Thompson;1987;356-0-2363-3292-2;60.36;0
Le Couloir de tous les mépris;Meyer Louis;1950;964-7-4914-2469-2;89.29;9
Reigen;Dipl.-Ing. Marissa Rabenstein;2005;092-4-8994-8387-3;19.88;2
La Discipline des orphelins;Girard Célia;1958;933-0-2370-4983-7;86.80;3
Der Stechlin;Lilian zu Wenk;1967;464-6-2368-8330-2;22.58;5
La Promise du voyeur;Mme Ines Deschamps;1946;405-2-1035-0541-8;21.72;8
Fair Stood the Wind for France;Ethan Heathcote;1978;775-9-3479-4513-2;32.76;7
La Promise du voyeur;M. Adam Caron;2008;049-0-2537-5629-7;09.31;8
Romeo und Julia auf dem Dorfe;Koray Bittner;1983;570-4-7897-6108-0;97.69;2
Pourquoi je mens ?;Blanc Victor;2001;395-6-2909-6345-3;07.78;3
Die Blechtrommel;Line Krug;2008;102-6-6201-6012-1;84.60;4
La progéniture du mal;Prof Kylian Bonnet;1971;322-9-9513-6051-0;38.81;2
Mother Night;Mr. Vinnie Stehr;1986;375-8-4937-0788-9;90.49;7
La Soumission comme passion;Fournier Mélissa;1941;498-8-3415-0004-9;25.54;2
Die Erschiessung des Landesverräters Ernst S.;Victor von der Herberger;2002;889-3-0248-8891-9;09.23;8
La Promise du voyeur;Garnier Antoine;2012;179-4-4501-9816-8;02.71;0
Homo faber;Freiherrin Matthias von Wollmann;2017;570-5-5945-0195-0;40.08;6
Le Désir des femmes fortes;Blanchard Océane;2019;500-2-9888-8563-0;50.51;6
The Doors of Perception;Margarete Rowe;2003;786-8-8619-9575-1;65.49;5
La Promise du voyeur;Jean Ines;1947;348-4-5221-4109-6;32.68;0
Die Buddenbrooks;Fr. Maria Lack;1958;254-5-6429-6449-4;45.76;6
La Soumission comme passion;M. Ambre Boyer;1946;501-1-8492-8644-2;92.72;7
Ansichten Eines Clowns;Alma Paukner;2006;257-8-8857-6455-6;36.83;8
Le Siècle de la rue voisine;Prof Sarah Lucas;1945;605-4-0014-6439-8;42.12;1
A Passage to India;Bethel Grady;1987;865-1-7670-5033-5;67.10;3
Le Couloir de tous les mépris;Moulin Lou;2006;363-0-2343-6879-5;73.72;5
Winnetou;Freiherrin Klaas Klein;2005;160-2-0054-7877-8;00.11;8
Le Siècle de la rue voisine;M. Sarah Lambert;2006;638-7-5295-9794-6;52.11;8
Des Teufels General;Lucia Schlawitz;2007;785-4-9887-3011-1;83.94;3
Le Couloir de tous les mépris;Mlle Juliette Noel;2016;254-0-9943-8008-7;54.43;8
The Torment of Others;Karine Frami IV;1941;202-1-7681-5257-0;89.75;2
Pourquoi je mens ?;Robin Arthur;1984;019-9-0790-8644-0;00.80;0
Wilhelm Meisters Wanderjahre oder die Entsagenden;Helin Markowski;1982;186-6-8680-5800-8;33.27;4
Le Désir des femmes fortes;Lola Durand;1946;579-4-2499-0500-3;34.89;3
Homo faber;Freiherrin Maik Heidler;2003;078-1-0817-5365-4;33.26;8
La Discipline des orphelins;Mlle Maxence Lemoine;2014;031-3-7550-9339-6;59.42;7
O Pioneers!;Candida Torp;2015;686-8-5925-9918-3;47.44;1
Le Couloir de tous les mépris;Axel Fleury;2008;027-6-9325-9046-2;43.46;0
Der Vulkan;Carina Gürbig;2004;638-0-1442-7835-8;78.18;1
La Promise du voyeur;Julie Roger;1964;010-4-7983-8569-9;11.63;5
Maria Stuart;Eren Spiegelburg;2019;642-8-8522-3069-5;71.78;6
Le Désir des femmes fortes;Lina Garcia;1997;379-5-6951-0072-2;75.37;1
For Whom the Bell Tolls;Christian Veum;1993;474-3-1917-5010-5;86.91;6
Le Couloir de tous les mépris;Nguyen Raphaël;1989;070-9-0952-1947-2;86.92;7
Jedermann;Baronin Carina Verniest;2011;209-4-8462-1715-9;10.08;4
La progéniture du mal;M. Lisa Bertrand;1958;522-7-8932-5069-2;48.25;7
Also sprach Zarathustra;Svenja von der Gierisch;2019;109-1-6351-9656-0;51.08;3
Le Siècle de la rue voisine;Petit Tom;2012;222-2-6965-7960-9;17.00;8
The Skull Beneath the Skin;Dr. Darby Hudson;2011;686-5-7522-1669-5;69.76;4
Le Désir des femmes fortes;Léa Bourgeois;2016;922-9-4445-1804-0;26.97;2
Atemschaukel;Karla Mulrain;1963;499-8-0207-6044-8;15.54;3
Le Siècle de la rue voisine;Morel Adrien;2006;762-4-6734-2894-2;20.75;8
Romeo und Julia auf dem Dorfe;Michelle Steinert;2009;887-3-6781-2244-1;35.28;1
L'Odeur du sanglier;Victor Muller;1977;107-4-2807-1683-3;56.90;2
Oh! To be in England;Emery Collier;2010;476-2-9779-3307-7;32.06;3
La Promise du voyeur;Roux Lucas;1949;736-9-3534-9271-5;41.83;1
Der Hauptmann von Köpenick;Tamina Schindzielorz;2019;195-7-0415-5489-8;62.95;1
La Promise du voyeur;Nathan Andre;2011;585-6-1900-1100-7;00.74;4
Lenz;Rieke Anding;1955;699-3-2043-4012-9;61.02;8
Le Siècle de la rue voisine;Pauline Richard;1944;195-2-5556-7778-5;23.87;5
The Lathe of Heaven;Cecilia Crooks;1945;795-5-4262-5693-1;40.50;7
La Peau des savants;Prevost Lou;1968;902-1-4341-2323-0;48.41;2
Jedermann;Gräfin Lucie von Klemme;2013;915-8-4558-8808-1;34.83;0
Le Désir des femmes fortes;M. Victor Sanchez;2011;356-3-0500-7532-8;79.20;7
Der Vorleser;Baron Allegra von der Cronjäger;2012;521-4-1686-5479-0;66.26;0
L'Odeur du sanglier;Mme Anaïs Aubert;2012;749-1-6348-2158-4;34.38;1
The Little Foxes;Domenick Lynch I;2013;210-0-0108-3785-0;13.82;4
La Soumission comme passion;Thomas Sanchez;1952;454-1-8330-1429-2;71.93;0
Kabale und Liebe;Baronin Joelle Eberhardt;1968;545-1-7678-8648-2;25.87;8
La Peau des savants;Sacha Dufour;1966;401-8-4675-0664-4;68.90;8
Die Erschiessung des Landesverräters Ernst S.;Karoline vom Kette;2012;142-1-2825-1136-8;96.07;6
L'Odyssée invisible;Lucas Nicolas;2018;992-6-7471-7349-6;04.46;9
Antic Hay;Mallie Christiansen;2017;448-5-6166-8902-4;34.94;1
La Soumission comme passion;Yanis Noel;2002;929-2-1064-4990-0;12.30;6
Der abenteuerliche Simplicissimus;Tabea Mögenburg;2007;925-5-2962-0932-7;18.98;9
L'Odeur du sanglier;Prof Mélissa Picard;2006;629-6-6483-9716-8;30.33;7
Ein fliehendes Pferd;Thore Marahrens;1974;434-2-1835-7817-9;81.61;6
Le Couloir de tous les mépris;Juliette Morin;2002;147-3-3313-9816-5;63.32;2
A Glass of Blessings;Hanna Hodkiewicz;2000;373-2-1837-4739-9;17.43;7
La Discipline des orphelins;Mme Thomas Gauthier;2016;737-5-8082-4083-8;57.69;5
Franziska Linkerhand;Karlo Knoll;1950;980-5-6545-9798-7;34.86;4
Le Désir des femmes fortes;Dr Zoe Roussel;1969;753-1-5398-9662-5;31.93;4
Die Physiker;Freiherr Jimmy von der Floder;1957;513-3-1754-4663-7;57.63;6
Le Désir des femmes fortes;Prof Laura Mathieu;1994;040-8-3620-9256-4;42.68;5
Look Homeward, Angel;Lexi Littel;2004;201-4-0941-0753-9;65.36;8
La Soumission comme passion;Noa Barbier;1964;955-0-5104-0619-2;09.52;3
Der Vorleser;Lisanne Büttner;1949;936-5-5321-0102-3;24.01;2
La Promise du voyeur;Axel Garnier;2007;445-1-7305-8031-6;12.59;2
Panter, Tiger & Co.;Ecrin Trautmann;1955;806-1-2594-8561-1;88.47;0
La Peau des savants;Julien Leclerc;2005;994-3-9878-3513-6;19.11;5
Bury My Heart at Wounded Knee;Marian Nitzsche V;2018;231-6-2210-4659-8;60.70;9
Pourquoi je mens ?;Prof Louise Baron;2013;775-5-4868-8156-0;27.45;7
Der Brief des Lord Chandos;Muhammed Mensing;2019;384-9-4605-0914-6;05.76;5
Le Siècle de la rue voisine;Mme Hugo Leroux;2010;614-0-5716-3793-8;35.79;2
Stolz und Vorurteil;Rebecca Burkhardt;2014;617-3-4353-4987-6;56.90;5
Le Couloir de tous les mépris;Mlle Eva Dumas;2010;358-8-5200-7964-4;27.24;6
Alone on a Wide, Wide Sea;Marquis Kuvalis;2002;254-3-4656-8383-7;53.57;9
Le Siècle de la rue voisine;Prof Elisa Guerin;1943;618-2-9571-7352-2;40.81;8
Jahrestage;Prof. Dr. Sean Greger;2010;972-2-6918-2739-8;34.13;0
La Peau des savants;Leclerc Rayan;2005;127-4-4593-4919-6;07.00;3
Reigen;Nila Göckeritz;2002;335-1-5551-4018-7;52.00;3
L'Odyssée invisible;Lefevre Victor;2013;795-0-6106-3712-8;96.13;9
The Waste Land;Linda Abshire;2010;744-2-9353-5953-1;23.54;5
La Peau des savants;Gautier Océane;2012;391-0-7796-8321-5;90.41;3
Die Erschiessung des Landesverräters Ernst S.;Prof. Dr. Dr. Luzie Stein;1954;750-9-4689-5940-5;39.65;8
La progéniture du mal;Mlle Axel Rolland;2013;778-2-8679-6517-3;98.98;9
Atemschaukel;Freiherr Damien Herms;2005;891-3-6190-8781-8;10.86;3
Le Couloir de tous les mépris;Louise Leroy;2017;092-6-0511-1676-5;33.78;8
That Good Night;Miss Kelly Fay;2014;466-1-6621-4016-9;15.01;4
La Peau des savants;Meunier Ethan;2001;982-6-8438-7343-7;88.73;4
Der Richter und sein Henker;Gräfin Charleen von der Friedmann;1984;685-3-5640-2918-1;50.89;1
Le Désir des femmes fortes;Pierre Maillard;1965;716-0-2669-9124-5;44.71;0
Jahrestage;Hr. Joy Lohmann;1965;825-8-9842-5432-6;57.03;8
L'Odeur du sanglier;Noa Denis;2013;040-1-2139-8529-9;13.13;7
If Not Now, When?;Katlynn Baumbach;1994;300-3-0123-6662-2;94.42;4
Le Désir des femmes fortes;Evan Sanchez;1981;345-2-9139-9768-3;96.91;5
Lenz;Eva Kahlert;2017;195-2-4452-8063-0;68.39;2
Pourquoi je mens ?;Maxence Lambert;2010;763-0-0414-9744-5;00.48;2
Miss Sara Sampson;Fr. Maxima Restorff;1998;018-6-9897-0125-7;16.53;2
L'Odeur du sanglier;Louna Nguyen;2014;002-8-5360-0970-5;61.93;2
It's a Battlefield;Eleonore Dach;1951;280-4-9552-0308-4;12.17;2
La progéniture du mal;Schneider Gabriel;2003;157-9-4946-8063-0;40.27;9
Jedermann;Graf Betty zu Banse;2008;918-5-7157-8410-1;98.23;2
L'Odyssée invisible;Prof Jade Berger;1977;298-3-3786-6060-4;27.67;5
Bekenntnisse des Hochstaplers Felix Krull;Prof. Dr. Melis Kisabaka;2006;957-5-4420-3131-5;82.82;9
La Peau des savants;Prof Nicolas Gaillard;2007;394-4-6993-5956-8;83.36;7
Of Mice and Men;Abigale Huel;1965;899-4-4574-5945-3;00.24;3
La Soumission comme passion;Marchand Justine;2013;678-4-0799-9387-7;16.74;3
Sansibar oder der letzte Grund;Baronin Stephanie Carlowitz;2001;102-0-0719-8395-8;69.92;2
Le Désir des femmes fortes;Mme Lilou Prevost;1989;166-1-2343-6881-0;89.90;7
